Period,PeriodWeight,EventId,Year,Month,Day,Hour,Minute,SummaryId,SampleType,ChanceOfLoss,MeanLoss,SDLoss,MaxLoss,FootprintExposure,MeanImpactedExposure,MaxImpactedExposure
13,0.002000,33,13,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
13,0.002000,33,13,1,1,0,0,1,2,0.9000,304008.72,322860.62,3400000.00,3400000.00,3060000.00,3400000.00
13,0.002000,34,13,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
13,0.002000,34,13,1,1,0,0,1,2,1.0000,333376.34,327634.38,3400000.00,3400000.00,3400000.00,3400000.00
14,0.002000,36,14,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
14,0.002000,36,14,1,1,0,0,1,2,0.9000,303937.41,375561.44,3400000.00,3400000.00,3060000.00,3400000.00
15,0.002000,37,15,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
15,0.002000,37,15,1,1,0,0,1,2,0.9000,285809.41,361419.47,3400000.00,3400000.00,3060000.00,3400000.00
16,0.002000,38,16,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
16,0.002000,38,16,1,1,0,0,1,2,0.9000,325447.91,453009.62,3400000.00,3400000.00,3060000.00,3400000.00
17,0.002000,41,17,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
17,0.002000,41,17,1,1,0,0,1,2,0.7000,311510.56,333093.12,3400000.00,3400000.00,2380000.00,3400000.00
18,0.002000,43,18,1,1,0,0,1,1,0.0000,3400000.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
18,0.002000,43,18,1,1,0,0,1,2,1.0000,3400000.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
18,0.002000,44,18,1,1,0,0,1,1,0.0000,1331440.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
18,0.002000,44,18,1,1,0,0,1,2,1.0000,1311396.38,682763.75,3400000.00,3400000.00,3400000.00,3400000.00
19,0.002000,46,19,1,1,0,0,1,1,0.0000,174760.00,0.00,1700000.00,3400000.00,3400000.00,3400000.00
19,0.002000,46,19,1,1,0,0,1,2,0.9000,141072.06,172744.66,1700000.00,3400000.00,3060000.00,3400000.00
20,0.002000,48,20,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
20,0.002000,48,20,1,1,0,0,1,2,1.0000,399722.75,365598.19,3400000.00,3400000.00,3400000.00,3400000.00
21,0.002000,51,21,1,1,0,0,1,1,0.0000,1666000.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
21,0.002000,51,21,1,1,0,0,1,2,1.0000,1658358.88,732933.19,3400000.00,3400000.00,3400000.00,3400000.00
24,0.002000,64,24,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
24,0.002000,64,24,1,1,0,0,1,2,0.9000,380100.62,462742.12,3400000.00,3400000.00,3060000.00,3400000.00
24,0.002000,66,24,1,1,0,0,1,1,0.0000,2006000.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
24,0.002000,66,24,1,1,0,0,1,2,1.0000,2053985.38,632936.94,3400000.00,3400000.00,3400000.00,3400000.00
25,0.002000,72,25,1,1,0,0,1,1,0.0000,673200.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
25,0.002000,72,25,1,1,0,0,1,2,1.0000,610912.94,467825.06,3400000.00,3400000.00,3400000.00,3400000.00
26,0.002000,74,26,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
26,0.002000,74,26,1,1,0,0,1,2,1.0000,378255.00,370466.22,3400000.00,3400000.00,3400000.00,3400000.00
26,0.002000,75,26,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
26,0.002000,75,26,1,1,0,0,1,2,0.9000,375517.53,473951.94,3400000.00,3400000.00,3060000.00,3400000.00
26,0.002000,76,26,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
26,0.002000,76,26,1,1,0,0,1,2,1.0000,367712.44,249571.45,3400000.00,3400000.00,3400000.00,3400000.00
26,0.002000,78,26,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
26,0.002000,78,26,1,1,0,0,1,2,0.7000,353628.59,573803.00,3400000.00,3400000.00,2380000.00,3400000.00
27,0.002000,79,27,1,1,0,0,1,1,0.0000,673200.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
27,0.002000,79,27,1,1,0,0,1,2,1.0000,728028.19,431011.91,3400000.00,3400000.00,3400000.00,3400000.00
28,0.002000,84,28,1,1,0,0,1,1,0.0000,673200.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
28,0.002000,84,28,1,1,0,0,1,2,1.0000,578505.31,330876.06,3400000.00,3400000.00,3400000.00,3400000.00
28,0.002000,85,28,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
28,0.002000,85,28,1,1,0,0,1,2,1.0000,366966.94,341198.28,3400000.00,3400000.00,3400000.00,3400000.00
29,0.002000,87,29,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
29,0.002000,87,29,1,1,0,0,1,2,1.0000,246906.03,183382.89,3400000.00,3400000.00,3400000.00,3400000.00
30,0.002000,89,30,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
30,0.002000,89,30,1,1,0,0,1,2,0.9000,413237.50,446323.62,3400000.00,3400000.00,3060000.00,3400000.00
31,0.002000,92,31,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
31,0.002000,92,31,1,1,0,0,1,2,1.0000,398414.88,391620.66,3400000.00,3400000.00,3400000.00,3400000.00
33,0.002000,102,33,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
33,0.002000,102,33,1,1,0,0,1,2,0.9000,376801.34,362945.81,3400000.00,3400000.00,3060000.00,3400000.00
34,0.002000,105,34,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
34,0.002000,105,34,1,1,0,0,1,2,1.0000,391565.81,442258.06,3400000.00,3400000.00,3400000.00,3400000.00
36,0.002000,109,36,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
36,0.002000,109,36,1,1,0,0,1,2,0.9000,335338.84,355898.66,3400000.00,3400000.00,3060000.00,3400000.00
39,0.002000,115,39,1,1,0,0,1,1,0.0000,673200.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
39,0.002000,115,39,1,1,0,0,1,2,1.0000,701792.31,446169.59,3400000.00,3400000.00,3400000.00,3400000.00
40,0.002000,116,40,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
40,0.002000,116,40,1,1,0,0,1,2,1.0000,277234.16,228709.22,3400000.00,3400000.00,3400000.00,3400000.00
41,0.002000,119,41,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
41,0.002000,119,41,1,1,0,0,1,2,0.9000,379683.66,373825.56,3400000.00,3400000.00,3060000.00,3400000.00
41,0.002000,120,41,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
41,0.002000,120,41,1,1,0,0,1,2,1.0000,337223.34,271139.16,3400000.00,3400000.00,3400000.00,3400000.00
42,0.002000,125,42,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
42,0.002000,125,42,1,1,0,0,1,2,0.9000,325462.50,455303.19,3400000.00,3400000.00,3060000.00,3400000.00
45,0.002000,132,45,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
45,0.002000,132,45,1,1,0,0,1,2,1.0000,351776.53,350869.62,3400000.00,3400000.00,3400000.00,3400000.00
46,0.002000,134,46,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
46,0.002000,134,46,1,1,0,0,1,2,0.9000,428839.06,593788.12,3400000.00,3400000.00,3060000.00,3400000.00
46,0.002000,137,46,1,1,0,0,1,1,0.0000,673200.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
46,0.002000,137,46,1,1,0,0,1,2,1.0000,717493.06,528014.81,3400000.00,3400000.00,3400000.00,3400000.00
49,0.002000,145,49,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
49,0.002000,145,49,1,1,0,0,1,2,0.9000,324994.41,333513.31,3400000.00,3400000.00,3060000.00,3400000.00
50,0.002000,147,50,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
50,0.002000,147,50,1,1,0,0,1,2,0.9000,406915.66,434673.31,3400000.00,3400000.00,3060000.00,3400000.00
50,0.002000,148,50,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
50,0.002000,148,50,1,1,0,0,1,2,1.0000,322355.53,505351.94,3400000.00,3400000.00,3400000.00,3400000.00
51,0.002000,149,51,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
51,0.002000,149,51,1,1,0,0,1,2,0.8000,288871.66,261137.59,3400000.00,3400000.00,2720000.00,3400000.00
55,0.002000,161,55,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
55,0.002000,161,55,1,1,0,0,1,2,1.0000,352551.00,361657.22,3400000.00,3400000.00,3400000.00,3400000.00
55,0.002000,162,55,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
55,0.002000,162,55,1,1,0,0,1,2,1.0000,354411.53,338293.66,3400000.00,3400000.00,3400000.00,3400000.00
56,0.002000,164,56,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
56,0.002000,164,56,1,1,0,0,1,2,1.0000,343114.00,484626.72,3400000.00,3400000.00,3400000.00,3400000.00
57,0.002000,166,57,1,1,0,0,1,1,0.0000,174760.00,0.00,1700000.00,3400000.00,3400000.00,3400000.00
57,0.002000,166,57,1,1,0,0,1,2,0.8000,191013.41,255052.67,1700000.00,3400000.00,2720000.00,3400000.00
57,0.002000,168,57,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
57,0.002000,168,57,1,1,0,0,1,2,1.0000,308927.78,287459.44,3400000.00,3400000.00,3400000.00,3400000.00
58,0.002000,175,58,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
58,0.002000,175,58,1,1,0,0,1,2,1.0000,329355.66,496242.72,3400000.00,3400000.00,3400000.00,3400000.00
59,0.002000,177,59,1,1,0,0,1,1,0.0000,1331440.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
59,0.002000,177,59,1,1,0,0,1,2,1.0000,1349142.50,571489.25,3400000.00,3400000.00,3400000.00,3400000.00
60,0.002000,178,60,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
60,0.002000,178,60,1,1,0,0,1,2,1.0000,309731.00,288929.34,3400000.00,3400000.00,3400000.00,3400000.00
61,0.002000,183,61,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
61,0.002000,183,61,1,1,0,0,1,2,0.9000,331664.44,331013.34,3400000.00,3400000.00,3060000.00,3400000.00
62,0.002000,187,62,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
62,0.002000,187,62,1,1,0,0,1,2,0.9000,436913.19,373321.91,3400000.00,3400000.00,3060000.00,3400000.00
64,0.002000,192,64,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
64,0.002000,192,64,1,1,0,0,1,2,1.0000,364744.44,504497.84,3400000.00,3400000.00,3400000.00,3400000.00
66,0.002000,195,66,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
66,0.002000,195,66,1,1,0,0,1,2,0.9000,416498.66,396013.62,3400000.00,3400000.00,3060000.00,3400000.00
66,0.002000,196,66,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
66,0.002000,196,66,1,1,0,0,1,2,1.0000,331533.72,298736.34,3400000.00,3400000.00,3400000.00,3400000.00
72,0.002000,211,72,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
72,0.002000,211,72,1,1,0,0,1,2,1.0000,303960.44,215633.72,3400000.00,3400000.00,3400000.00,3400000.00
73,0.002000,213,73,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
73,0.002000,213,73,1,1,0,0,1,2,1.0000,334914.34,360758.38,3400000.00,3400000.00,3400000.00,3400000.00
74,0.002000,218,74,1,1,0,0,1,1,0.0000,996879.94,0.00,3400000.00,3400000.00,3400000.00,3400000.00
74,0.002000,218,74,1,1,0,0,1,2,1.0000,1037636.88,770727.19,3400000.00,3400000.00,3400000.00,3400000.00
74,0.002000,221,74,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
74,0.002000,221,74,1,1,0,0,1,2,0.9000,312914.81,226622.48,3400000.00,3400000.00,3060000.00,3400000.00
75,0.002000,222,75,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
75,0.002000,222,75,1,1,0,0,1,2,1.0000,370245.25,454728.44,3400000.00,3400000.00,3400000.00,3400000.00
78,0.002000,231,78,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
78,0.002000,231,78,1,1,0,0,1,2,1.0000,324400.09,250436.97,3400000.00,3400000.00,3400000.00,3400000.00
79,0.002000,233,79,1,1,0,0,1,1,0.0000,3400000.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
79,0.002000,233,79,1,1,0,0,1,2,1.0000,3387828.75,32582.59,3400000.00,3400000.00,3400000.00,3400000.00
79,0.002000,237,79,1,1,0,0,1,1,0.0000,673200.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
79,0.002000,237,79,1,1,0,0,1,2,1.0000,617276.88,344010.19,3400000.00,3400000.00,3400000.00,3400000.00
80,0.002000,241,80,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
80,0.002000,241,80,1,1,0,0,1,2,0.9000,320956.94,281644.53,3400000.00,3400000.00,3060000.00,3400000.00
83,0.002000,244,83,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
83,0.002000,244,83,1,1,0,0,1,2,1.0000,409761.41,432828.94,3400000.00,3400000.00,3400000.00,3400000.00
83,0.002000,249,83,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
83,0.002000,249,83,1,1,0,0,1,2,1.0000,352738.22,259341.30,3400000.00,3400000.00,3400000.00,3400000.00
84,0.002000,254,84,1,1,0,0,1,1,0.0000,1331440.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
84,0.002000,254,84,1,1,0,0,1,2,1.0000,1356056.00,752719.00,3400000.00,3400000.00,3400000.00,3400000.00
85,0.002000,256,85,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
85,0.002000,256,85,1,1,0,0,1,2,0.9000,312027.69,306005.34,3400000.00,3400000.00,3060000.00,3400000.00
87,0.002000,258,87,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
87,0.002000,258,87,1,1,0,0,1,2,1.0000,329800.19,344084.12,3400000.00,3400000.00,3400000.00,3400000.00
87,0.002000,261,87,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
87,0.002000,261,87,1,1,0,0,1,2,1.0000,311814.06,224441.30,3400000.00,3400000.00,3400000.00,3400000.00
93,0.002000,282,93,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
93,0.002000,282,93,1,1,0,0,1,2,0.9000,366172.88,382673.69,3400000.00,3400000.00,3060000.00,3400000.00
93,0.002000,283,93,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
93,0.002000,283,93,1,1,0,0,1,2,0.9000,326112.03,264505.19,3400000.00,3400000.00,3060000.00,3400000.00
94,0.002000,286,94,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
94,0.002000,286,94,1,1,0,0,1,2,0.8000,350066.31,399975.72,3400000.00,3400000.00,2720000.00,3400000.00
94,0.002000,287,94,1,1,0,0,1,1,0.0000,673200.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
94,0.002000,287,94,1,1,0,0,1,2,1.0000,631602.31,410307.38,3400000.00,3400000.00,3400000.00,3400000.00
96,0.002000,289,96,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
96,0.002000,289,96,1,1,0,0,1,2,0.9000,403169.91,462703.97,3400000.00,3400000.00,3060000.00,3400000.00
97,0.002000,290,97,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
97,0.002000,290,97,1,1,0,0,1,2,1.0000,385294.50,399283.06,3400000.00,3400000.00,3400000.00,3400000.00
97,0.002000,291,97,1,1,0,0,1,1,0.0000,3075640.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
97,0.002000,291,97,1,1,0,0,1,2,1.0000,2789480.75,741198.75,3400000.00,3400000.00,3400000.00,3400000.00
97,0.002000,292,97,1,1,0,0,1,1,0.0000,1666000.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
97,0.002000,292,97,1,1,0,0,1,2,1.0000,1634008.50,603453.38,3400000.00,3400000.00,3400000.00,3400000.00
98,0.002000,293,98,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
98,0.002000,293,98,1,1,0,0,1,2,0.9000,320237.56,307804.22,3400000.00,3400000.00,3060000.00,3400000.00
99,0.002000,294,99,1,1,0,0,1,1,0.0000,2332400.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
99,0.002000,294,99,1,1,0,0,1,2,1.0000,2358206.25,587076.25,3400000.00,3400000.00,3400000.00,3400000.00
100,0.002000,297,100,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
100,0.002000,297,100,1,1,0,0,1,2,1.0000,342986.50,324847.84,3400000.00,3400000.00,3400000.00,3400000.00
102,0.002000,301,102,1,1,0,0,1,1,0.0000,3400000.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
102,0.002000,301,102,1,1,0,0,1,2,1.0000,2938494.75,576872.31,3400000.00,3400000.00,3400000.00,3400000.00
105,0.002000,307,105,1,1,0,0,1,1,0.0000,1666000.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
105,0.002000,307,105,1,1,0,0,1,2,1.0000,1647661.75,456327.56,3400000.00,3400000.00,3400000.00,3400000.00
105,0.002000,309,105,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
105,0.002000,309,105,1,1,0,0,1,2,1.0000,386756.97,423852.91,3400000.00,3400000.00,3400000.00,3400000.00
105,0.002000,310,105,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
105,0.002000,310,105,1,1,0,0,1,2,1.0000,373333.34,294320.78,3400000.00,3400000.00,3400000.00,3400000.00
108,0.002000,317,108,1,1,0,0,1,1,0.0000,2006000.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
108,0.002000,317,108,1,1,0,0,1,2,1.0000,1981220.25,834482.56,3400000.00,3400000.00,3400000.00,3400000.00
108,0.002000,320,108,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
108,0.002000,320,108,1,1,0,0,1,2,1.0000,324658.59,251413.94,3400000.00,3400000.00,3400000.00,3400000.00
109,0.002000,321,109,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
109,0.002000,321,109,1,1,0,0,1,2,0.9000,325549.69,296550.03,3400000.00,3400000.00,3060000.00,3400000.00
111,0.002000,327,111,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
111,0.002000,327,111,1,1,0,0,1,2,0.9000,357941.44,281279.53,3400000.00,3400000.00,3060000.00,3400000.00
111,0.002000,328,111,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
111,0.002000,328,111,1,1,0,0,1,2,1.0000,356453.62,405021.41,3400000.00,3400000.00,3400000.00,3400000.00
113,0.002000,333,113,1,1,0,0,1,1,0.0000,2672400.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
113,0.002000,333,113,1,1,0,0,1,2,1.0000,2555962.00,522344.41,3400000.00,3400000.00,3400000.00,3400000.00
113,0.002000,335,113,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
113,0.002000,335,113,1,1,0,0,1,2,0.9000,351082.97,388546.53,3400000.00,3400000.00,3060000.00,3400000.00
113,0.002000,336,113,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
113,0.002000,336,113,1,1,0,0,1,2,0.9000,327310.44,309924.03,3400000.00,3400000.00,3060000.00,3400000.00
115,0.002000,339,115,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
115,0.002000,339,115,1,1,0,0,1,2,0.9000,319352.00,309475.06,3400000.00,3400000.00,3060000.00,3400000.00
117,0.002000,345,117,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
117,0.002000,345,117,1,1,0,0,1,2,1.0000,298971.19,251463.11,3400000.00,3400000.00,3400000.00,3400000.00
118,0.002000,347,118,1,1,0,0,1,1,0.0000,174760.00,0.00,1700000.00,3400000.00,3400000.00,3400000.00
118,0.002000,347,118,1,1,0,0,1,2,0.8000,208210.53,292805.62,1700000.00,3400000.00,2720000.00,3400000.00
118,0.002000,349,118,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
118,0.002000,349,118,1,1,0,0,1,2,0.9000,370395.69,303083.41,3400000.00,3400000.00,3060000.00,3400000.00
119,0.002000,350,119,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
119,0.002000,350,119,1,1,0,0,1,2,1.0000,316012.00,288408.00,3400000.00,3400000.00,3400000.00,3400000.00
122,0.002000,359,122,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
122,0.002000,359,122,1,1,0,0,1,2,1.0000,343851.25,307767.66,3400000.00,3400000.00,3400000.00,3400000.00
123,0.002000,360,123,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
123,0.002000,360,123,1,1,0,0,1,2,1.0000,318045.66,385133.34,3400000.00,3400000.00,3400000.00,3400000.00
124,0.002000,362,124,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
124,0.002000,362,124,1,1,0,0,1,2,1.0000,359564.88,315270.47,3400000.00,3400000.00,3400000.00,3400000.00
124,0.002000,364,124,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
124,0.002000,364,124,1,1,0,0,1,2,1.0000,332781.12,243045.00,3400000.00,3400000.00,3400000.00,3400000.00
125,0.002000,367,125,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
125,0.002000,367,125,1,1,0,0,1,2,1.0000,352661.16,444398.50,3400000.00,3400000.00,3400000.00,3400000.00
127,0.002000,369,127,1,1,0,0,1,1,0.0000,1331440.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
127,0.002000,369,127,1,1,0,0,1,2,1.0000,1319582.12,524609.31,3400000.00,3400000.00,3400000.00,3400000.00
127,0.002000,372,127,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
127,0.002000,372,127,1,1,0,0,1,2,0.8000,392843.38,455296.34,3400000.00,3400000.00,2720000.00,3400000.00
128,0.002000,375,128,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
128,0.002000,375,128,1,1,0,0,1,2,1.0000,375548.06,384443.72,3400000.00,3400000.00,3400000.00,3400000.00
130,0.002000,380,130,1,1,0,0,1,1,0.0000,349520.00,0.00,3400000.00,3400000.00,3400000.00,3400000.00
