Period,PeriodWeight,EventId,Year,Month,Day,Hour,Minute,SummaryId,SampleType,ChanceOfLoss,MeanLoss,SDLoss,MaxLoss,FootprintExposure,MeanImpactedExposure,MaxImpactedExposure
1,0.001000,1,1,1,1,0,0,9,2,0.5000,49177.20,71223.85,420000.00,420000.00,210000.00,420000.00
1,0.001000,1,1,1,1,0,0,10,1,0.0000,44204.00,0.00,430000.00,430000.00,430000.00,430000.00
1,0.001000,1,1,1,1,0,0,10,2,0.6000,58827.35,81276.09,430000.00,430000.00,258000.00,430000.00
2,0.001000,2,2,1,1,0,0,1,1,0.0000,86152.00,0.00,220000.00,220000.00,220000.00,220000.00
2,0.001000,2,2,1,1,0,0,1,2,0.9000,87044.85,78939.45,220000.00,220000.00,198000.00,220000.00
2,0.001000,2,2,1,1,0,0,2,1,0.0000,309364.00,0.00,790000.00,790000.00,790000.00,790000.00
2,0.001000,2,2,1,1,0,0,2,2,1.0000,354540.62,218441.67,790000.00,790000.00,790000.00,790000.00
2,0.001000,2,2,1,1,0,0,3,1,0.0000,62656.00,0.00,160000.00,160000.00,160000.00,160000.00
2,0.001000,2,2,1,1,0,0,3,2,1.0000,65702.77,47901.85,160000.00,160000.00,160000.00,160000.00
2,0.001000,2,2,1,1,0,0,4,1,0.0000,11748.00,0.00,30000.00,30000.00,30000.00,30000.00
2,0.001000,2,2,1,1,0,0,4,2,1.0000,12700.94,8050.69,30000.00,30000.00,30000.00,30000.00
2,0.001000,2,2,1,1,0,0,5,1,0.0000,97900.00,0.00,250000.00,250000.00,250000.00,250000.00
2,0.001000,2,2,1,1,0,0,5,2,1.0000,100807.34,36722.87,250000.00,250000.00,250000.00,250000.00
2,0.001000,2,2,1,1,0,0,6,1,0.0000,274120.00,0.00,700000.00,700000.00,700000.00,700000.00
2,0.001000,2,2,1,1,0,0,6,2,1.0000,255772.47,159240.11,700000.00,700000.00,700000.00,700000.00
2,0.001000,2,2,1,1,0,0,7,1,0.0000,35244.00,0.00,90000.00,90000.00,90000.00,90000.00
2,0.001000,2,2,1,1,0,0,7,2,1.0000,34833.85,27385.02,90000.00,90000.00,90000.00,90000.00
2,0.001000,2,2,1,1,0,0,8,1,0.0000,121396.00,0.00,310000.00,310000.00,310000.00,310000.00
2,0.001000,2,2,1,1,0,0,8,2,1.0000,126509.77,91677.95,310000.00,310000.00,310000.00,310000.00
2,0.001000,2,2,1,1,0,0,9,1,0.0000,164472.00,0.00,420000.00,420000.00,420000.00,420000.00
2,0.001000,2,2,1,1,0,0,9,2,1.0000,152300.97,109849.33,420000.00,420000.00,420000.00,420000.00
2,0.001000,2,2,1,1,0,0,10,1,0.0000,168388.00,0.00,430000.00,430000.00,430000.00,430000.00
2,0.001000,2,2,1,1,0,0,10,2,1.0000,175070.84,136001.83,430000.00,430000.00,430000.00,430000.00
2,0.001000,3,2,1,1,0,0,1,1,0.0000,220000.00,0.00,220000.00,220000.00,220000.00,220000.00
2,0.001000,3,2,1,1,0,0,1,2,1.0000,220000.00,0.00,220000.00,220000.00,220000.00,220000.00
2,0.001000,3,2,1,1,0,0,2,1,0.0000,790000.00,0.00,790000.00,790000.00,790000.00,790000.00
2,0.001000,3,2,1,1,0,0,2,2,1.0000,790000.00,0.00,790000.00,790000.00,790000.00,790000.00
2,0.001000,3,2,1,1,0,0,3,1,0.0000,160000.00,0.00,160000.00,160000.00,160000.00,160000.00
2,0.001000,3,2,1,1,0,0,3,2,1.0000,160000.00,0.00,160000.00,160000.00,160000.00,160000.00
2,0.001000,3,2,1,1,0,0,4,1,0.0000,30000.00,0.00,30000.00,30000.00,30000.00,30000.00
2,0.001000,3,2,1,1,0,0,4,2,1.0000,30000.00,0.00,30000.00,30000.00,30000.00,30000.00
2,0.001000,3,2,1,1,0,0,5,1,0.0000,250000.00,0.00,250000.00,250000.00,250000.00,250000.00
2,0.001000,3,2,1,1,0,0,5,2,1.0000,250000.00,0.00,250000.00,250000.00,250000.00,250000.00
2,0.001000,3,2,1,1,0,0,6,1,0.0000,700000.00,0.00,700000.00,700000.00,700000.00,700000.00
2,0.001000,3,2,1,1,0,0,6,2,1.0000,700000.00,0.00,700000.00,700000.00,700000.00,700000.00
2,0.001000,3,2,1,1,0,0,7,1,0.0000,90000.00,0.00,90000.00,90000.00,90000.00,90000.00
2,0.001000,3,2,1,1,0,0,7,2,1.0000,90000.00,0.00,90000.00,90000.00,90000.00,90000.00
2,0.001000,3,2,1,1,0,0,8,1,0.0000,310000.00,0.00,310000.00,310000.00,310000.00,310000.00
2,0.001000,3,2,1,1,0,0,8,2,1.0000,310000.00,0.00,310000.00,310000.00,310000.00,310000.00
2,0.001000,3,2,1,1,0,0,9,1,0.0000,420000.00,0.00,420000.00,420000.00,420000.00,420000.00
2,0.001000,3,2,1,1,0,0,9,2,1.0000,420000.00,0.00,420000.00,420000.00,420000.00,420000.00
2,0.001000,3,2,1,1,0,0,10,1,0.0000,430000.00,0.00,430000.00,430000.00,430000.00,430000.00
2,0.001000,3,2,1,1,0,0,10,2,1.0000,430000.00,0.00,430000.00,430000.00,430000.00,430000.00
5,0.001000,5,5,1,1,0,0,1,1,0.0000,86152.00,0.00,220000.00,220000.00,220000.00,220000.00
5,0.001000,5,5,1,1,0,0,1,2,1.0000,82875.94,50436.52,220000.00,220000.00,220000.00,220000.00
5,0.001000,5,5,1,1,0,0,2,1,0.0000,309364.00,0.00,790000.00,790000.00,790000.00,790000.00
5,0.001000,5,5,1,1,0,0,2,2,1.0000,322453.41,190506.27,790000.00,790000.00,790000.00,790000.00
5,0.001000,5,5,1,1,0,0,3,1,0.0000,62656.00,0.00,160000.00,160000.00,160000.00,160000.00
5,0.001000,5,5,1,1,0,0,3,2,1.0000,65425.76,32213.45,160000.00,160000.00,160000.00,160000.00
5,0.001000,5,5,1,1,0,0,4,1,0.0000,11748.00,0.00,30000.00,30000.00,30000.00,30000.00
5,0.001000,5,5,1,1,0,0,4,2,1.0000,13008.88,8222.49,30000.00,30000.00,30000.00,30000.00
5,0.001000,5,5,1,1,0,0,5,1,0.0000,97900.00,0.00,250000.00,250000.00,250000.00,250000.00
5,0.001000,5,5,1,1,0,0,5,2,1.0000,101900.71,58407.23,250000.00,250000.00,250000.00,250000.00
5,0.001000,5,5,1,1,0,0,6,1,0.0000,274120.00,0.00,700000.00,700000.00,700000.00,700000.00
5,0.001000,5,5,1,1,0,0,6,2,1.0000,278239.81,153177.41,700000.00,700000.00,700000.00,700000.00
5,0.001000,5,5,1,1,0,0,7,1,0.0000,35244.00,0.00,90000.00,90000.00,90000.00,90000.00
5,0.001000,5,5,1,1,0,0,7,2,1.0000,35322.18,17855.30,90000.00,90000.00,90000.00,90000.00
5,0.001000,5,5,1,1,0,0,8,1,0.0000,121396.00,0.00,310000.00,310000.00,310000.00,310000.00
5,0.001000,5,5,1,1,0,0,8,2,1.0000,127153.94,68819.09,310000.00,310000.00,310000.00,310000.00
5,0.001000,5,5,1,1,0,0,9,1,0.0000,164472.00,0.00,420000.00,420000.00,420000.00,420000.00
5,0.001000,5,5,1,1,0,0,9,2,1.0000,166420.09,89457.89,420000.00,420000.00,420000.00,420000.00
5,0.001000,5,5,1,1,0,0,10,1,0.0000,168388.00,0.00,430000.00,430000.00,430000.00,430000.00
5,0.001000,5,5,1,1,0,0,10,2,1.0000,171977.09,68252.23,430000.00,430000.00,430000.00,430000.00
8,0.001000,12,8,1,1,0,0,1,1,0.0000,22616.00,0.00,220000.00,220000.00,220000.00,220000.00
8,0.001000,12,8,1,1,0,0,1,2,0.5000,16472.10,24936.15,220000.00,220000.00,110000.00,220000.00
8,0.001000,12,8,1,1,0,0,2,1,0.0000,81212.00,0.00,790000.00,790000.00,790000.00,790000.00
8,0.001000,12,8,1,1,0,0,2,2,0.6000,59740.80,88908.05,790000.00,790000.00,474000.00,790000.00
8,0.001000,12,8,1,1,0,0,3,1,0.0000,16448.00,0.00,160000.00,160000.00,160000.00,160000.00
8,0.001000,12,8,1,1,0,0,3,2,0.7000,20255.52,23851.20,160000.00,160000.00,112000.00,160000.00
8,0.001000,12,8,1,1,0,0,4,1,0.0000,3084.00,0.00,30000.00,30000.00,30000.00,30000.00
8,0.001000,12,8,1,1,0,0,4,2,0.6000,3093.51,3921.97,30000.00,30000.00,18000.00,30000.00
8,0.001000,12,8,1,1,0,0,5,1,0.0000,25700.00,0.00,250000.00,250000.00,250000.00,250000.00
8,0.001000,12,8,1,1,0,0,5,2,0.5000,27249.72,38088.82,250000.00,250000.00,125000.00,250000.00
8,0.001000,12,8,1,1,0,0,6,1,0.0000,71960.00,0.00,700000.00,700000.00,700000.00,700000.00
8,0.001000,12,8,1,1,0,0,6,2,0.5000,35537.77,43981.33,700000.00,700000.00,350000.00,700000.00
8,0.001000,12,8,1,1,0,0,7,1,0.0000,9252.00,0.00,90000.00,90000.00,90000.00,90000.00
8,0.001000,12,8,1,1,0,0,7,2,0.5000,9219.56,15122.43,90000.00,90000.00,45000.00,90000.00
8,0.001000,12,8,1,1,0,0,8,1,0.0000,31868.00,0.00,310000.00,310000.00,310000.00,310000.00
8,0.001000,12,8,1,1,0,0,8,2,0.7000,33744.70,49149.33,310000.00,310000.00,217000.00,310000.00
8,0.001000,12,8,1,1,0,0,9,1,0.0000,43176.00,0.00,420000.00,420000.00,420000.00,420000.00
8,0.001000,12,8,1,1,0,0,9,2,0.7000,39421.12,38417.38,420000.00,420000.00,294000.00,420000.00
8,0.001000,12,8,1,1,0,0,10,1,0.0000,44204.00,0.00,430000.00,430000.00,430000.00,430000.00
8,0.001000,12,8,1,1,0,0,10,2,0.7000,38067.13,44620.38,430000.00,430000.00,301000.00,430000.00
9,0.001000,17,9,1,1,0,0,1,1,0.0000,22616.00,0.00,220000.00,220000.00,220000.00,220000.00
9,0.001000,17,9,1,1,0,0,1,2,0.8000,12130.22,12386.02,220000.00,220000.00,176000.00,220000.00
9,0.001000,17,9,1,1,0,0,2,1,0.0000,81212.00,0.00,790000.00,790000.00,790000.00,790000.00
9,0.001000,17,9,1,1,0,0,2,2,0.6000,61853.89,111512.33,790000.00,790000.00,474000.00,790000.00
9,0.001000,17,9,1,1,0,0,3,1,0.0000,16448.00,0.00,160000.00,160000.00,160000.00,160000.00
9,0.001000,17,9,1,1,0,0,3,2,0.5000,16655.52,26477.16,160000.00,160000.00,80000.00,160000.00
9,0.001000,17,9,1,1,0,0,4,1,0.0000,3084.00,0.00,30000.00,30000.00,30000.00,30000.00
9,0.001000,17,9,1,1,0,0,4,2,0.5000,3270.15,4976.96,30000.00,30000.00,15000.00,30000.00
9,0.001000,17,9,1,1,0,0,5,1,0.0000,25700.00,0.00,250000.00,250000.00,250000.00,250000.00
9,0.001000,17,9,1,1,0,0,5,2,0.6000,27988.83,31269.47,250000.00,250000.00,150000.00,250000.00
9,0.001000,17,9,1,1,0,0,6,1,0.0000,71960.00,0.00,700000.00,700000.00,700000.00,700000.00
9,0.001000,17,9,1,1,0,0,6,2,0.5000,69746.98,95058.45,700000.00,700000.00,350000.00,700000.00
9,0.001000,17,9,1,1,0,0,7,1,0.0000,9252.00,0.00,90000.00,90000.00,90000.00,90000.00
9,0.001000,17,9,1,1,0,0,7,2,0.6000,10120.82,12656.33,90000.00,90000.00,54000.00,90000.00
9,0.001000,17,9,1,1,0,0,8,1,0.0000,31868.00,0.00,310000.00,310000.00,310000.00,310000.00
9,0.001000,17,9,1,1,0,0,8,2,0.4000,28503.51,45154.59,310000.00,310000.00,124000.00,310000.00
9,0.001000,17,9,1,1,0,0,9,1,0.0000,43176.00,0.00,420000.00,420000.00,420000.00,420000.00
9,0.001000,17,9,1,1,0,0,9,2,0.4000,38032.92,69754.21,420000.00,420000.00,168000.00,420000.00
9,0.001000,17,9,1,1,0,0,10,1,0.0000,44204.00,0.00,430000.00,430000.00,430000.00,430000.00
9,0.001000,17,9,1,1,0,0,10,2,0.7000,45013.48,85449.02,430000.00,430000.00,301000.00,430000.00
16,0.001000,27,16,1,1,0,0,1,1,0.0000,151800.00,0.00,220000.00,220000.00,220000.00,220000.00
16,0.001000,27,16,1,1,0,0,1,2,1.0000,152272.28,50407.30,220000.00,220000.00,220000.00,220000.00
16,0.001000,27,16,1,1,0,0,2,1,0.0000,545100.00,0.00,790000.00,790000.00,790000.00,790000.00
16,0.001000,27,16,1,1,0,0,2,2,1.0000,542873.56,204121.55,790000.00,790000.00,790000.00,790000.00
16,0.001000,27,16,1,1,0,0,3,1,0.0000,110400.00,0.00,160000.00,160000.00,160000.00,160000.00
16,0.001000,27,16,1,1,0,0,3,2,1.0000,109190.20,40906.13,160000.00,160000.00,160000.00,160000.00
16,0.001000,27,16,1,1,0,0,4,1,0.0000,20700.00,0.00,30000.00,30000.00,30000.00,30000.00
16,0.001000,27,16,1,1,0,0,4,2,1.0000,20403.59,7478.50,30000.00,30000.00,30000.00,30000.00
16,0.001000,27,16,1,1,0,0,5,1,0.0000,172500.00,0.00,250000.00,250000.00,250000.00,250000.00
16,0.001000,27,16,1,1,0,0,5,2,1.0000,163447.45,67066.38,250000.00,250000.00,250000.00,250000.00
16,0.001000,27,16,1,1,0,0,6,1,0.0000,483000.00,0.00,700000.00,700000.00,700000.00,700000.00
16,0.001000,27,16,1,1,0,0,6,2,1.0000,460826.56,186571.02,700000.00,700000.00,700000.00,700000.00
16,0.001000,27,16,1,1,0,0,7,1,0.0000,62100.00,0.00,90000.00,90000.00,90000.00,90000.00
16,0.001000,27,16,1,1,0,0,7,2,1.0000,64194.70,23068.66,90000.00,90000.00,90000.00,90000.00
16,0.001000,27,16,1,1,0,0,8,1,0.0000,213900.00,0.00,310000.00,310000.00,310000.00,310000.00
16,0.001000,27,16,1,1,0,0,8,2,1.0000,208116.28,69608.88,310000.00,310000.00,310000.00,310000.00
16,0.001000,27,16,1,1,0,0,9,1,0.0000,289800.00,0.00,420000.00,420000.00,420000.00,420000.00
16,0.001000,27,16,1,1,0,0,9,2,1.0000,285777.59,96178.70,420000.00,420000.00,420000.00,420000.00
16,0.001000,27,16,1,1,0,0,10,1,0.0000,296700.00,0.00,430000.00,430000.00,430000.00,430000.00
16,0.001000,27,16,1,1,0,0,10,2,1.0000,289729.91,99034.22,430000.00,430000.00,430000.00,430000.00
19,0.001000,32,19,1,1,0,0,1,1,0.0000,22616.00,0.00,220000.00,220000.00,220000.00,220000.00
19,0.001000,32,19,1,1,0,0,1,2,0.6000,28258.62,34739.22,220000.00,220000.00,132000.00,220000.00
19,0.001000,32,19,1,1,0,0,2,1,0.0000,81212.00,0.00,790000.00,790000.00,790000.00,790000.00
19,0.001000,32,19,1,1,0,0,2,2,0.5000,81637.74,122475.77,790000.00,790000.00,395000.00,790000.00
19,0.001000,32,19,1,1,0,0,3,1,0.0000,16448.00,0.00,160000.00,160000.00,160000.00,160000.00
19,0.001000,32,19,1,1,0,0,3,2,0.5000,17098.38,23090.97,160000.00,160000.00,80000.00,160000.00
19,0.001000,32,19,1,1,0,0,4,1,0.0000,3084.00,0.00,30000.00,30000.00,30000.00,30000.00
19,0.001000,32,19,1,1,0,0,4,2,0.8000,2236.42,1824.14,30000.00,30000.00,24000.00,30000.00
19,0.001000,32,19,1,1,0,0,5,1,0.0000,25700.00,0.00,250000.00,250000.00,250000.00,250000.00
19,0.001000,32,19,1,1,0,0,5,2,0.7000,27063.57,29468.33,250000.00,250000.00,175000.00,250000.00
19,0.001000,32,19,1,1,0,0,6,1,0.0000,71960.00,0.00,700000.00,700000.00,700000.00,700000.00
19,0.001000,32,19,1,1,0,0,6,2,0.7000,125926.65,124623.88,700000.00,700000.00,490000.00,700000.00
19,0.001000,32,19,1,1,0,0,7,1,0.0000,9252.00,0.00,90000.00,90000.00,90000.00,90000.00
19,0.001000,32,19,1,1,0,0,7,2,0.7000,12649.49,13279.60,90000.00,90000.00,63000.00,90000.00
19,0.001000,32,19,1,1,0,0,8,1,0.0000,31868.00,0.00,310000.00,310000.00,310000.00,310000.00
19,0.001000,32,19,1,1,0,0,8,2,0.6000,42174.32,42669.46,310000.00,310000.00,186000.00,310000.00
19,0.001000,32,19,1,1,0,0,9,1,0.0000,43176.00,0.00,420000.00,420000.00,420000.00,420000.00
19,0.001000,32,19,1,1,0,0,9,2,0.7000,46957.07,46256.47,420000.00,420000.00,294000.00,420000.00
19,0.001000,32,19,1,1,0,0,10,1,0.0000,44204.00,0.00,430000.00,430000.00,430000.00,430000.00
19,0.001000,32,19,1,1,0,0,10,2,0.4000,36835.63,56419.03,430000.00,430000.00,172000.00,430000.00
19,0.001000,33,19,1,1,0,0,1,1,0.0000,22616.00,0.00,220000.00,220000.00,220000.00,220000.00
19,0.001000,33,19,1,1,0,0,1,2,0.6000,26932.69,31198.46,220000.00,220000.00,132000.00,220000.00
19,0.001000,33,19,1,1,0,0,2,1,0.0000,81212.00,0.00,790000.00,790000.00,790000.00,790000.00
19,0.001000,33,19,1,1,0,0,2,2,0.6000,58769.76,85992.42,790000.00,790000.00,474000.00,790000.00
19,0.001000,33,19,1,1,0,0,3,1,0.0000,16448.00,0.00,160000.00,160000.00,160000.00,160000.00
19,0.001000,33,19,1,1,0,0,3,2,0.5000,10592.26,18716.78,160000.00,160000.00,80000.00,160000.00
19,0.001000,33,19,1,1,0,0,4,1,0.0000,3084.00,0.00,30000.00,30000.00,30000.00,30000.00
19,0.001000,33,19,1,1,0,0,4,2,0.6000,2623.35,3124.75,30000.00,30000.00,18000.00,30000.00
19,0.001000,33,19,1,1,0,0,5,1,0.0000,25700.00,0.00,250000.00,250000.00,250000.00,250000.00
19,0.001000,33,19,1,1,0,0,5,2,0.6000,24654.58,36633.71,250000.00,250000.00,150000.00,250000.00
19,0.001000,33,19,1,1,0,0,6,1,0.0000,71960.00,0.00,700000.00,700000.00,700000.00,700000.00
19,0.001000,33,19,1,1,0,0,6,2,0.4000,66780.41,99194.29,700000.00,700000.00,280000.00,700000.00
19,0.001000,33,19,1,1,0,0,7,1,0.0000,9252.00,0.00,90000.00,90000.00,90000.00,90000.00
19,0.001000,33,19,1,1,0,0,7,2,0.7000,5711.55,6137.20,90000.00,90000.00,63000.00,90000.00
19,0.001000,33,19,1,1,0,0,8,1,0.0000,31868.00,0.00,310000.00,310000.00,310000.00,310000.00
19,0.001000,33,19,1,1,0,0,8,2,0.5000,35072.43,47615.10,310000.00,310000.00,155000.00,310000.00
19,0.001000,33,19,1,1,0,0,9,1,0.0000,43176.00,0.00,420000.00,420000.00,420000.00,420000.00
19,0.001000,33,19,1,1,0,0,9,2,0.6000,43888.43,50574.43,420000.00,420000.00,252000.00,420000.00
19,0.001000,33,19,1,1,0,0,10,1,0.0000,44204.00,0.00,430000.00,430000.00,430000.00,430000.00
19,0.001000,33,19,1,1,0,0,10,2,0.5000,28983.26,50982.00,430000.00,430000.00,215000.00,430000.00
20,0.001000,34,20,1,1,0,0,1,1,0.0000,22616.00,0.00,220000.00,220000.00,220000.00,220000.00
20,0.001000,34,20,1,1,0,0,1,2,0.5000,25561.73,38097.02,220000.00,220000.00,110000.00,220000.00
20,0.001000,34,20,1,1,0,0,2,1,0.0000,81212.00,0.00,790000.00,790000.00,790000.00,790000.00
20,0.001000,34,20,1,1,0,0,2,2,0.6000,100848.89,114409.27,790000.00,790000.00,474000.00,790000.00
20,0.001000,34,20,1,1,0,0,3,1,0.0000,16448.00,0.00,160000.00,160000.00,160000.00,160000.00
20,0.001000,34,20,1,1,0,0,3,2,0.7000,12362.18,15394.96,160000.00,160000.00,112000.00,160000.00
20,0.001000,34,20,1,1,0,0,4,1,0.0000,3084.00,0.00,30000.00,30000.00,30000.00,30000.00
20,0.001000,34,20,1,1,0,0,4,2,0.6000,2239.29,3253.17,30000.00,30000.00,18000.00,30000.00
20,0.001000,34,20,1,1,0,0,5,1,0.0000,25700.00,0.00,250000.00,250000.00,250000.00,250000.00
20,0.001000,34,20,1,1,0,0,5,2,0.6000,28977.06,30692.67,250000.00,250000.00,150000.00,250000.00
20,0.001000,34,20,1,1,0,0,6,1,0.0000,71960.00,0.00,700000.00,700000.00,700000.00,700000.00
20,0.001000,34,20,1,1,0,0,6,2,0.6000,47944.38,73381.78,700000.00,700000.00,420000.00,700000.00
20,0.001000,34,20,1,1,0,0,7,1,0.0000,9252.00,0.00,90000.00,90000.00,90000.00,90000.00
20,0.001000,34,20,1,1,0,0,7,2,0.6000,5976.77,6875.31,90000.00,90000.00,54000.00,90000.00
20,0.001000,34,20,1,1,0,0,8,1,0.0000,31868.00,0.00,310000.00,310000.00,310000.00,310000.00
20,0.001000,34,20,1,1,0,0,8,2,0.5000,33132.48,50486.12,310000.00,310000.00,155000.00,310000.00
20,0.001000,34,20,1,1,0,0,9,1,0.0000,43176.00,0.00,420000.00,420000.00,420000.00,420000.00
20,0.001000,34,20,1,1,0,0,9,2,0.6000,24385.84,24100.76,420000.00,420000.00,252000.00,420000.00
20,0.001000,34,20,1,1,0,0,10,1,0.0000,44204.00,0.00,430000.00,430000.00,430000.00,430000.00
20,0.001000,34,20,1,1,0,0,10,2,0.5000,51947.73,87535.02,430000.00,430000.00,215000.00,430000.00
22,0.001000,36,22,1,1,0,0,1,1,0.0000,22616.00,0.00,220000.00,220000.00,220000.00,220000.00
22,0.001000,36,22,1,1,0,0,1,2,0.4000,28499.72,39589.68,220000.00,220000.00,88000.00,220000.00
22,0.001000,36,22,1,1,0,0,2,1,0.0000,81212.00,0.00,790000.00,790000.00,790000.00,790000.00
22,0.001000,36,22,1,1,0,0,2,2,0.5000,86080.72,171326.33,790000.00,790000.00,395000.00,790000.00
22,0.001000,36,22,1,1,0,0,3,1,0.0000,16448.00,0.00,160000.00,160000.00,160000.00,160000.00
22,0.001000,36,22,1,1,0,0,3,2,0.4000,12417.37,24653.34,160000.00,160000.00,64000.00,160000.00
22,0.001000,36,22,1,1,0,0,4,1,0.0000,3084.00,0.00,30000.00,30000.00,30000.00,30000.00
22,0.001000,36,22,1,1,0,0,4,2,0.5000,2287.94,2787.33,30000.00,30000.00,15000.00,30000.00
22,0.001000,36,22,1,1,0,0,5,1,0.0000,25700.00,0.00,250000.00,250000.00,250000.00,250000.00
22,0.001000,36,22,1,1,0,0,5,2,0.4000,12919.27,23174.22,250000.00,250000.00,100000.00,250000.00
22,0.001000,36,22,1,1,0,0,6,1,0.0000,71960.00,0.00,700000.00,700000.00,700000.00,700000.00
22,0.001000,36,22,1,1,0,0,6,2,0.6000,28590.07,49190.19,700000.00,700000.00,420000.00,700000.00
22,0.001000,36,22,1,1,0,0,7,1,0.0000,9252.00,0.00,90000.00,90000.00,90000.00,90000.00
22,0.001000,36,22,1,1,0,0,7,2,0.8000,7833.53,6366.82,90000.00,90000.00,72000.00,90000.00
22,0.001000,36,22,1,1,0,0,8,1,0.0000,31868.00,0.00,310000.00,310000.00,310000.00,310000.00
22,0.001000,36,22,1,1,0,0,8,2,0.4000,39360.99,59934.37,310000.00,310000.00,124000.00,310000.00
22,0.001000,36,22,1,1,0,0,9,1,0.0000,43176.00,0.00,420000.00,420000.00,420000.00,420000.00
22,0.001000,36,22,1,1,0,0,9,2,0.6000,33135.77,34135.61,420000.00,420000.00,252000.00,420000.00
22,0.001000,36,22,1,1,0,0,10,1,0.0000,44204.00,0.00,430000.00,430000.00,430000.00,430000.00
22,0.001000,36,22,1,1,0,0,10,2,0.4000,52812.01,82096.55,430000.00,430000.00,172000.00,430000.00
22,0.001000,37,22,1,1,0,0,1,1,0.0000,22616.00,0.00,220000.00,220000.00,220000.00,220000.00
22,0.001000,37,22,1,1,0,0,1,2,0.5000,11862.10,20751.28,220000.00,220000.00,110000.00,220000.00
22,0.001000,37,22,1,1,0,0,2,1,0.0000,81212.00,0.00,790000.00,790000.00,790000.00,790000.00
22,0.001000,37,22,1,1,0,0,2,2,0.5000,74770.77,143456.42,790000.00,790000.00,395000.00,790000.00
22,0.001000,37,22,1,1,0,0,3,1,0.0000,16448.00,0.00,160000.00,160000.00,160000.00,160000.00
22,0.001000,37,22,1,1,0,0,3,2,0.6000,13837.41,17955.07,160000.00,160000.00,96000.00,160000.00
22,0.001000,37,22,1,1,0,0,4,1,0.0000,3084.00,0.00,30000.00,30000.00,30000.00,30000.00
22,0.001000,37,22,1,1,0,0,4,2,0.8000,3345.61,4416.61,30000.00,30000.00,24000.00,30000.00
22,0.001000,37,22,1,1,0,0,5,1,0.0000,25700.00,0.00,250000.00,250000.00,250000.00,250000.00
22,0.001000,37,22,1,1,0,0,5,2,0.5000,17873.85,30583.38,250000.00,250000.00,125000.00,250000.00
22,0.001000,37,22,1,1,0,0,6,1,0.0000,71960.00,0.00,700000.00,700000.00,700000.00,700000.00
22,0.001000,37,22,1,1,0,0,6,2,0.6000,69155.13,134964.72,700000.00,700000.00,420000.00,700000.00
22,0.001000,37,22,1,1,0,0,7,1,0.0000,9252.00,0.00,90000.00,90000.00,90000.00,90000.00
22,0.001000,37,22,1,1,0,0,7,2,0.5000,8139.42,11720.52,90000.00,90000.00,45000.00,90000.00
22,0.001000,37,22,1,1,0,0,8,1,0.0000,31868.00,0.00,310000.00,310000.00,310000.00,310000.00
22,0.001000,37,22,1,1,0,0,8,2,0.6000,29592.64,32485.87,310000.00,310000.00,186000.00,310000.00
22,0.001000,37,22,1,1,0,0,9,1,0.0000,43176.00,0.00,420000.00,420000.00,420000.00,420000.00
22,0.001000,37,22,1,1,0,0,9,2,0.6000,24591.68,37342.07,420000.00,420000.00,252000.00,420000.00
22,0.001000,37,22,1,1,0,0,10,1,0.0000,44204.00,0.00,430000.00,430000.00,430000.00,430000.00
22,0.001000,37,22,1,1,0,0,10,2,0.5000,32640.74,43729.43,430000.00,430000.00,215000.00,430000.00
