Period,PeriodWeight,EventId,Year,Month,Day,Hour,Minute,SummaryId,SampleId,Loss,ImpactedExposure
1,0.001000,1,1,1,1,0,0,8,8,3426.68,79323.54
1,0.001000,1,1,1,1,0,0,9,-1,0.00,0.00
1,0.001000,1,1,1,1,0,0,9,1,8869.13,107470.60
1,0.001000,1,1,1,1,0,0,9,4,2124.94,107470.60
1,0.001000,1,1,1,1,0,0,9,8,11958.66,107470.60
1,0.001000,1,1,1,1,0,0,10,-1,0.00,0.00
1,0.001000,1,1,1,1,0,0,10,1,35375.26,110029.42
1,0.001000,1,1,1,1,0,0,10,4,618.56,110029.42
1,0.001000,1,1,1,1,0,0,10,8,1230.21,110029.42
2,0.001000,2,2,1,1,0,0,1,-1,16139.72,56294.12
2,0.001000,2,2,1,1,0,0,1,1,7419.45,56294.12
2,0.001000,2,2,1,1,0,0,1,2,33098.82,56294.12
2,0.001000,2,2,1,1,0,0,1,3,13302.52,56294.12
2,0.001000,2,2,1,1,0,0,1,4,52588.47,56294.12
2,0.001000,2,2,1,1,0,0,1,7,188.33,56294.12
2,0.001000,2,2,1,1,0,0,1,8,5401.52,56294.12
2,0.001000,2,2,1,1,0,0,1,9,9109.06,56294.12
2,0.001000,2,2,1,1,0,0,1,10,50193.62,56294.12
2,0.001000,2,2,1,1,0,0,2,-1,57956.26,202147.08
2,0.001000,2,2,1,1,0,0,2,1,65273.38,202147.08
2,0.001000,2,2,1,1,0,0,2,2,105450.43,202147.08
2,0.001000,2,2,1,1,0,0,2,3,39878.86,202147.08
2,0.001000,2,2,1,1,0,0,2,4,199030.67,202147.08
2,0.001000,2,2,1,1,0,0,2,6,44234.91,202147.08
2,0.001000,2,2,1,1,0,0,2,7,3972.40,202147.08
2,0.001000,2,2,1,1,0,0,2,8,86866.77,202147.08
2,0.001000,2,2,1,1,0,0,2,9,19482.49,202147.08
2,0.001000,2,2,1,1,0,0,2,10,118053.98,202147.08
2,0.001000,2,2,1,1,0,0,3,-1,11737.98,40941.18
2,0.001000,2,2,1,1,0,0,3,1,5238.44,40941.18
2,0.001000,2,2,1,1,0,0,3,2,17283.45,40941.18
2,0.001000,2,2,1,1,0,0,3,3,7163.03,40941.18
2,0.001000,2,2,1,1,0,0,3,4,40310.01,40941.18
2,0.001000,2,2,1,1,0,0,3,6,6883.35,40941.18
2,0.001000,2,2,1,1,0,0,3,7,340.74,40941.18
2,0.001000,2,2,1,1,0,0,3,8,17116.39,40941.18
2,0.001000,2,2,1,1,0,0,3,9,5936.07,40941.18
2,0.001000,2,2,1,1,0,0,3,10,29146.65,40941.18
2,0.001000,2,2,1,1,0,0,4,-1,2200.87,7676.47
2,0.001000,2,2,1,1,0,0,4,1,645.89,7676.47
2,0.001000,2,2,1,1,0,0,4,2,3981.77,7676.47
2,0.001000,2,2,1,1,0,0,4,3,2376.32,7676.47
2,0.001000,2,2,1,1,0,0,4,4,7558.13,7676.47
2,0.001000,2,2,1,1,0,0,4,6,1348.99,7676.47
2,0.001000,2,2,1,1,0,0,4,7,245.44,7676.47
2,0.001000,2,2,1,1,0,0,4,8,2107.26,7676.47
2,0.001000,2,2,1,1,0,0,4,9,1391.91,7676.47
2,0.001000,2,2,1,1,0,0,4,10,4457.93,7676.47
2,0.001000,2,2,1,1,0,0,5,-1,18340.59,63970.59
2,0.001000,2,2,1,1,0,0,5,1,21541.30,63970.59
2,0.001000,2,2,1,1,0,0,5,2,23081.25,63970.59
2,0.001000,2,2,1,1,0,0,5,3,15556.54,63970.59
2,0.001000,2,2,1,1,0,0,5,4,40810.28,63970.59
2,0.001000,2,2,1,1,0,0,5,6,9484.94,63970.59
2,0.001000,2,2,1,1,0,0,5,7,1982.58,63970.59
2,0.001000,2,2,1,1,0,0,5,8,27872.21,63970.59
2,0.001000,2,2,1,1,0,0,5,9,12066.44,63970.59
2,0.001000,2,2,1,1,0,0,5,10,22447.82,63970.59
2,0.001000,2,2,1,1,0,0,6,-1,51353.65,179117.67
2,0.001000,2,2,1,1,0,0,6,1,14210.13,179117.67
2,0.001000,2,2,1,1,0,0,6,2,50489.69,179117.67
2,0.001000,2,2,1,1,0,0,6,3,56127.66,179117.67
2,0.001000,2,2,1,1,0,0,6,4,134408.27,179117.67
2,0.001000,2,2,1,1,0,0,6,6,42064.18,179117.67
2,0.001000,2,2,1,1,0,0,6,7,2447.61,179117.67
2,0.001000,2,2,1,1,0,0,6,8,63305.67,179117.67
2,0.001000,2,2,1,1,0,0,6,9,39643.42,179117.67
2,0.001000,2,2,1,1,0,0,6,10,91577.97,179117.67
2,0.001000,2,2,1,1,0,0,7,-1,6602.61,23029.41
2,0.001000,2,2,1,1,0,0,7,1,3996.49,23029.41
2,0.001000,2,2,1,1,0,0,7,2,16888.37,23029.41
2,0.001000,2,2,1,1,0,0,7,3,255.26,23029.41
2,0.001000,2,2,1,1,0,0,7,4,21074.32,23029.41
2,0.001000,2,2,1,1,0,0,7,6,3048.71,23029.41
2,0.001000,2,2,1,1,0,0,7,7,554.46,23029.41
2,0.001000,2,2,1,1,0,0,7,8,5327.93,23029.41
2,0.001000,2,2,1,1,0,0,7,9,3283.24,23029.41
2,0.001000,2,2,1,1,0,0,7,10,11715.03,23029.41
2,0.001000,2,2,1,1,0,0,8,-1,22742.33,79323.54
2,0.001000,2,2,1,1,0,0,8,1,13549.23,79323.54
2,0.001000,2,2,1,1,0,0,8,2,28546.49,79323.54
2,0.001000,2,2,1,1,0,0,8,3,31761.97,79323.54
2,0.001000,2,2,1,1,0,0,8,4,78100.64,79323.54
2,0.001000,2,2,1,1,0,0,8,6,10344.50,79323.54
2,0.001000,2,2,1,1,0,0,8,7,2920.39,79323.54
2,0.001000,2,2,1,1,0,0,8,8,9642.08,79323.54
2,0.001000,2,2,1,1,0,0,8,9,8850.69,79323.54
2,0.001000,2,2,1,1,0,0,8,10,57791.50,79323.54
2,0.001000,2,2,1,1,0,0,9,-1,30812.19,107470.60
2,0.001000,2,2,1,1,0,0,9,1,22386.35,107470.60
2,0.001000,2,2,1,1,0,0,9,2,42652.39,107470.60
2,0.001000,2,2,1,1,0,0,9,3,20783.63,107470.60
2,0.001000,2,2,1,1,0,0,9,4,105813.78,107470.60
2,0.001000,2,2,1,1,0,0,9,6,17080.07,107470.60
2,0.001000,2,2,1,1,0,0,9,7,3454.53,107470.60
2,0.001000,2,2,1,1,0,0,9,8,12834.14,107470.60
2,0.001000,2,2,1,1,0,0,9,9,14552.21,107470.60
2,0.001000,2,2,1,1,0,0,9,10,51861.45,107470.60
2,0.001000,2,2,1,1,0,0,10,-1,31545.81,110029.42
2,0.001000,2,2,1,1,0,0,10,1,31916.76,110029.42
2,0.001000,2,2,1,1,0,0,10,2,44833.89,110029.42
2,0.001000,2,2,1,1,0,0,10,3,38892.95,110029.42
2,0.001000,2,2,1,1,0,0,10,4,106587.39,110029.42
2,0.001000,2,2,1,1,0,0,10,6,18283.17,110029.42
2,0.001000,2,2,1,1,0,0,10,7,51.35,110029.42
2,0.001000,2,2,1,1,0,0,10,8,6099.44,110029.42
2,0.001000,2,2,1,1,0,0,10,9,17849.98,110029.42
2,0.001000,2,2,1,1,0,0,10,10,84004.80,110029.42
2,0.001000,3,2,1,1,0,0,1,-1,56294.12,56294.12
2,0.001000,3,2,1,1,0,0,1,1,56294.12,56294.12
2,0.001000,3,2,1,1,0,0,1,2,56294.12,56294.12
2,0.001000,3,2,1,1,0,0,1,3,56294.12,56294.12
2,0.001000,3,2,1,1,0,0,1,4,56294.12,56294.12
2,0.001000,3,2,1,1,0,0,1,5,56294.12,56294.12
2,0.001000,3,2,1,1,0,0,1,6,56294.12,56294.12
2,0.001000,3,2,1,1,0,0,1,7,56294.12,56294.12
2,0.001000,3,2,1,1,0,0,1,8,56294.12,56294.12
2,0.001000,3,2,1,1,0,0,1,9,56294.12,56294.12
2,0.001000,3,2,1,1,0,0,1,10,56294.12,56294.12
2,0.001000,3,2,1,1,0,0,2,-1,202147.08,202147.08
2,0.001000,3,2,1,1,0,0,2,1,202147.08,202147.08
2,0.001000,3,2,1,1,0,0,2,2,202147.08,202147.08
2,0.001000,3,2,1,1,0,0,2,3,202147.06,202147.08
2,0.001000,3,2,1,1,0,0,2,4,202147.09,202147.08
2,0.001000,3,2,1,1,0,0,2,5,202147.09,202147.08
2,0.001000,3,2,1,1,0,0,2,6,202147.08,202147.08
2,0.001000,3,2,1,1,0,0,2,7,202147.09,202147.08
2,0.001000,3,2,1,1,0,0,2,8,202147.08,202147.08
2,0.001000,3,2,1,1,0,0,2,9,202147.08,202147.08
2,0.001000,3,2,1,1,0,0,2,10,202147.09,202147.08
2,0.001000,3,2,1,1,0,0,3,-1,40941.18,40941.18
2,0.001000,3,2,1,1,0,0,3,1,40941.18,40941.18
2,0.001000,3,2,1,1,0,0,3,2,40941.18,40941.18
2,0.001000,3,2,1,1,0,0,3,3,40941.18,40941.18
2,0.001000,3,2,1,1,0,0,3,4,40941.18,40941.18
2,0.001000,3,2,1,1,0,0,3,5,40941.18,40941.18
2,0.001000,3,2,1,1,0,0,3,6,40941.19,40941.18
2,0.001000,3,2,1,1,0,0,3,7,40941.18,40941.18
2,0.001000,3,2,1,1,0,0,3,8,40941.18,40941.18
2,0.001000,3,2,1,1,0,0,3,9,40941.18,40941.18
2,0.001000,3,2,1,1,0,0,3,10,40941.18,40941.18
2,0.001000,3,2,1,1,0,0,4,-1,7676.47,7676.47
2,0.001000,3,2,1,1,0,0,4,1,7676.47,7676.47
2,0.001000,3,2,1,1,0,0,4,2,7676.47,7676.47
2,0.001000,3,2,1,1,0,0,4,3,7676.47,7676.47
2,0.001000,3,2,1,1,0,0,4,4,7676.47,7676.47
2,0.001000,3,2,1,1,0,0,4,5,7676.47,7676.47
2,0.001000,3,2,1,1,0,0,4,6,7676.47,7676.47
2,0.001000,3,2,1,1,0,0,4,7,7676.47,7676.47
2,0.001000,3,2,1,1,0,0,4,8,7676.47,7676.47
2,0.001000,3,2,1,1,0,0,4,9,7676.47,7676.47
2,0.001000,3,2,1,1,0,0,4,10,7676.47,7676.47
2,0.001000,3,2,1,1,0,0,5,-1,63970.60,63970.59
2,0.001000,3,2,1,1,0,0,5,1,63970.59,63970.59
2,0.001000,3,2,1,1,0,0,5,2,63970.59,63970.59
2,0.001000,3,2,1,1,0,0,5,3,63970.59,63970.59
2,0.001000,3,2,1,1,0,0,5,4,63970.59,63970.59
2,0.001000,3,2,1,1,0,0,5,5,63970.60,63970.59
2,0.001000,3,2,1,1,0,0,5,6,63970.60,63970.59
2,0.001000,3,2,1,1,0,0,5,7,63970.59,63970.59
2,0.001000,3,2,1,1,0,0,5,8,63970.59,63970.59
2,0.001000,3,2,1,1,0,0,5,9,63970.60,63970.59
2,0.001000,3,2,1,1,0,0,5,10,63970.59,63970.59
2,0.001000,3,2,1,1,0,0,6,-1,179117.67,179117.67
2,0.001000,3,2,1,1,0,0,6,1,179117.66,179117.67
2,0.001000,3,2,1,1,0,0,6,2,179117.66,179117.67
2,0.001000,3,2,1,1,0,0,6,3,179117.67,179117.67
2,0.001000,3,2,1,1,0,0,6,4,179117.67,179117.67
2,0.001000,3,2,1,1,0,0,6,5,179117.67,179117.67
2,0.001000,3,2,1,1,0,0,6,6,179117.67,179117.67
2,0.001000,3,2,1,1,0,0,6,7,179117.67,179117.67
2,0.001000,3,2,1,1,0,0,6,8,179117.66,179117.67
2,0.001000,3,2,1,1,0,0,6,9,179117.66,179117.67
2,0.001000,3,2,1,1,0,0,6,10,179117.69,179117.67
2,0.001000,3,2,1,1,0,0,7,-1,23029.41,23029.41
2,0.001000,3,2,1,1,0,0,7,1,23029.41,23029.41
2,0.001000,3,2,1,1,0,0,7,2,23029.41,23029.41
2,0.001000,3,2,1,1,0,0,7,3,23029.41,23029.41
2,0.001000,3,2,1,1,0,0,7,4,23029.41,23029.41
2,0.001000,3,2,1,1,0,0,7,5,23029.42,23029.41
2,0.001000,3,2,1,1,0,0,7,6,23029.42,23029.41
2,0.001000,3,2,1,1,0,0,7,7,23029.41,23029.41
2,0.001000,3,2,1,1,0,0,7,8,23029.41,23029.41
2,0.001000,3,2,1,1,0,0,7,9,23029.41,23029.41
2,0.001000,3,2,1,1,0,0,7,10,23029.42,23029.41
2,0.001000,3,2,1,1,0,0,8,-1,79323.54,79323.54
2,0.001000,3,2,1,1,0,0,8,1,79323.54,79323.54
2,0.001000,3,2,1,1,0,0,8,2,79323.54,79323.54
2,0.001000,3,2,1,1,0,0,8,3,79323.54,79323.54
2,0.001000,3,2,1,1,0,0,8,4,79323.54,79323.54
2,0.001000,3,2,1,1,0,0,8,5,79323.53,79323.54
2,0.001000,3,2,1,1,0,0,8,6,79323.54,79323.54
2,0.001000,3,2,1,1,0,0,8,7,79323.54,79323.54
2,0.001000,3,2,1,1,0,0,8,8,79323.54,79323.54
2,0.001000,3,2,1,1,0,0,8,9,79323.54,79323.54
2,0.001000,3,2,1,1,0,0,8,10,79323.53,79323.54
2,0.001000,3,2,1,1,0,0,9,-1,107470.59,107470.60
2,0.001000,3,2,1,1,0,0,9,1,107470.59,107470.60
2,0.001000,3,2,1,1,0,0,9,2,107470.60,107470.60
2,0.001000,3,2,1,1,0,0,9,3,107470.60,107470.60
2,0.001000,3,2,1,1,0,0,9,4,107470.59,107470.60
2,0.001000,3,2,1,1,0,0,9,5,107470.59,107470.60
2,0.001000,3,2,1,1,0,0,9,6,107470.61,107470.60
2,0.001000,3,2,1,1,0,0,9,7,107470.60,107470.60
2,0.001000,3,2,1,1,0,0,9,8,107470.61,107470.60
2,0.001000,3,2,1,1,0,0,9,9,107470.60,107470.60
2,0.001000,3,2,1,1,0,0,9,10,107470.60,107470.60
2,0.001000,3,2,1,1,0,0,10,-1,110029.42,110029.42
2,0.001000,3,2,1,1,0,0,10,1,110029.43,110029.42
2,0.001000,3,2,1,1,0,0,10,2,110029.43,110029.42
2,0.001000,3,2,1,1,0,0,10,3,110029.42,110029.42
2,0.001000,3,2,1,1,0,0,10,4,110029.42,110029.42
2,0.001000,3,2,1,1,0,0,10,5,110029.42,110029.42
2,0.001000,3,2,1,1,0,0,10,6,110029.43,110029.42
2,0.001000,3,2,1,1,0,0,10,7,110029.42,110029.42
2,0.001000,3,2,1,1,0,0,10,8,110029.42,110029.42
2,0.001000,3,2,1,1,0,0,10,9,110029.42,110029.42
2,0.001000,3,2,1,1,0,0,10,10,110029.42,110029.42
5,0.001000,5,5,1,1,0,0,1,-1,16139.72,56294.12
5,0.001000,5,5,1,1,0,0,1,1,24379.27,56294.12
5,0.001000,5,5,1,1,0,0,1,2,41029.25,56294.12
5,0.001000,5,5,1,1,0,0,1,3,19886.73,56294.12
5,0.001000,5,5,1,1,0,0,1,4,21927.86,56294.12
5,0.001000,5,5,1,1,0,0,1,5,12994.40,56294.12
5,0.001000,5,5,1,1,0,0,1,6,19991.35,56294.12
5,0.001000,5,5,1,1,0,0,1,7,4082.37,56294.12
5,0.001000,5,5,1,1,0,0,1,8,16443.25,56294.12
5,0.001000,5,5,1,1,0,0,1,9,2722.34,56294.12
5,0.001000,5,5,1,1,0,0,1,10,450.89,56294.12
5,0.001000,5,5,1,1,0,0,2,-1,57956.26,202147.08
5,0.001000,5,5,1,1,0,0,2,1,93792.67,202147.08
5,0.001000,5,5,1,1,0,0,2,2,123873.16,202147.08
5,0.001000,5,5,1,1,0,0,2,3,69374.07,202147.08
5,0.001000,5,5,1,1,0,0,2,4,80221.84,202147.08
5,0.001000,5,5,1,1,0,0,2,5,28935.84,202147.08
5,0.001000,5,5,1,1,0,0,2,6,137753.59,202147.08
5,0.001000,5,5,1,1,0,0,2,7,36032.59,202147.08
5,0.001000,5,5,1,1,0,0,2,8,62703.40,202147.08
5,0.001000,5,5,1,1,0,0,2,9,9063.12,202147.08
5,0.001000,5,5,1,1,0,0,2,10,0.43,202147.08
5,0.001000,5,5,1,1,0,0,3,-1,11737.98,40941.18
5,0.001000,5,5,1,1,0,0,3,1,20018.49,40941.18
5,0.001000,5,5,1,1,0,0,3,2,18208.15,40941.18
5,0.001000,5,5,1,1,0,0,3,3,19917.39,40941.18
5,0.001000,5,5,1,1,0,0,3,4,16300.88,40941.18
5,0.001000,5,5,1,1,0,0,3,5,8267.81,40941.18
5,0.001000,5,5,1,1,0,0,3,6,11917.61,40941.18
5,0.001000,5,5,1,1,0,0,3,7,4893.21,40941.18
5,0.001000,5,5,1,1,0,0,3,8,20534.67,40941.18
5,0.001000,5,5,1,1,0,0,3,9,2713.18,40941.18
5,0.001000,5,5,1,1,0,0,3,10,1232.49,40941.18
5,0.001000,5,5,1,1,0,0,4,-1,2200.87,7676.47
5,0.001000,5,5,1,1,0,0,4,1,4577.33,7676.47
5,0.001000,5,5,1,1,0,0,4,2,4695.01,7676.47
5,0.001000,5,5,1,1,0,0,4,3,1898.70,7676.47
5,0.001000,5,5,1,1,0,0,4,4,702.51,7676.47
5,0.001000,5,5,1,1,0,0,4,5,1484.38,7676.47
5,0.001000,5,5,1,1,0,0,4,6,5858.93,7676.47
5,0.001000,5,5,1,1,0,0,4,7,552.18,7676.47
5,0.001000,5,5,1,1,0,0,4,8,4190.88,7676.47
5,0.001000,5,5,1,1,0,0,4,9,631.04,7676.47
5,0.001000,5,5,1,1,0,0,4,10,500.25,7676.47
5,0.001000,5,5,1,1,0,0,5,-1,18340.59,63970.59
5,0.001000,5,5,1,1,0,0,5,1,33423.78,63970.59
5,0.001000,5,5,1,1,0,0,5,2,45520.79,63970.59
5,0.001000,5,5,1,1,0,0,5,3,19395.19,63970.59
5,0.001000,5,5,1,1,0,0,5,4,11575.16,63970.59
5,0.001000,5,5,1,1,0,0,5,5,11709.18,63970.59
5,0.001000,5,5,1,1,0,0,5,6,37710.40,63970.59
5,0.001000,5,5,1,1,0,0,5,7,17707.82,63970.59
5,0.001000,5,5,1,1,0,0,5,8,14124.09,63970.59
5,0.001000,5,5,1,1,0,0,5,9,3173.05,63970.59
5,0.001000,5,5,1,1,0,0,5,10,1907.64,63970.59
5,0.001000,5,5,1,1,0,0,6,-1,51353.65,179117.67
5,0.001000,5,5,1,1,0,0,6,1,95428.16,179117.67
5,0.001000,5,5,1,1,0,0,6,2,63340.25,179117.67
5,0.001000,5,5,1,1,0,0,6,3,2871.76,179117.67
5,0.001000,5,5,1,1,0,0,6,4,56796.90,179117.67
5,0.001000,5,5,1,1,0,0,6,5,40667.49,179117.67
5,0.001000,5,5,1,1,0,0,6,6,86730.88,179117.67
5,0.001000,5,5,1,1,0,0,6,7,30381.43,179117.67
5,0.001000,5,5,1,1,0,0,6,8,113104.13,179117.67
5,0.001000,5,5,1,1,0,0,6,9,12478.60,179117.67
5,0.001000,5,5,1,1,0,0,6,10,15104.46,179117.67
5,0.001000,5,5,1,1,0,0,7,-1,6602.61,23029.41
5,0.001000,5,5,1,1,0,0,7,1,9448.30,23029.41
5,0.001000,5,5,1,1,0,0,7,2,14506.69,23029.41
5,0.001000,5,5,1,1,0,0,7,3,2278.75,23029.41
5,0.001000,5,5,1,1,0,0,7,4,10039.95,23029.41
5,0.001000,5,5,1,1,0,0,7,5,6951.30,23029.41
5,0.001000,5,5,1,1,0,0,7,6,9038.99,23029.41
5,0.001000,5,5,1,1,0,0,7,7,3002.84,23029.41
5,0.001000,5,5,1,1,0,0,7,8,9309.86,23029.41
5,0.001000,5,5,1,1,0,0,7,9,426.99,23029.41
5,0.001000,5,5,1,1,0,0,7,10,2136.33,23029.41
5,0.001000,5,5,1,1,0,0,8,-1,22742.33,79323.54
5,0.001000,5,5,1,1,0,0,8,1,54273.49,79323.54
5,0.001000,5,5,1,1,0,0,8,2,48402.40,79323.54
5,0.001000,5,5,1,1,0,0,8,3,13402.49,79323.54
5,0.001000,5,5,1,1,0,0,8,4,26519.77,79323.54
5,0.001000,5,5,1,1,0,0,8,5,20379.90,79323.54
5,0.001000,5,5,1,1,0,0,8,6,41114.67,79323.54
5,0.001000,5,5,1,1,0,0,8,7,5947.87,79323.54
5,0.001000,5,5,1,1,0,0,8,8,10415.38,79323.54
5,0.001000,5,5,1,1,0,0,8,9,6455.17,79323.54
5,0.001000,5,5,1,1,0,0,8,10,9158.65,79323.54
5,0.001000,5,5,1,1,0,0,9,-1,30812.19,107470.60
5,0.001000,5,5,1,1,0,0,9,1,22529.40,107470.60
5,0.001000,5,5,1,1,0,0,9,2,65288.73,107470.60
5,0.001000,5,5,1,1,0,0,9,3,24019.26,107470.60
5,0.001000,5,5,1,1,0,0,9,4,72695.40,107470.60
5,0.001000,5,5,1,1,0,0,9,5,28846.12,107470.60
5,0.001000,5,5,1,1,0,0,9,6,43233.67,107470.60
5,0.001000,5,5,1,1,0,0,9,7,13757.92,107470.60
5,0.001000,5,5,1,1,0,0,9,8,23115.18,107470.60
5,0.001000,5,5,1,1,0,0,9,9,7628.05,107470.60
5,0.001000,5,5,1,1,0,0,9,10,7936.67,107470.60
5,0.001000,5,5,1,1,0,0,10,-1,31545.81,110029.42
5,0.001000,5,5,1,1,0,0,10,1,42948.74,110029.42
5,0.001000,5,5,1,1,0,0,10,2,51278.16,110029.42
5,0.001000,5,5,1,1,0,0,10,3,44496.42,110029.42
5,0.001000,5,5,1,1,0,0,10,4,18204.13,110029.42
5,0.001000,5,5,1,1,0,0,10,5,30645.19,110029.42
5,0.001000,5,5,1,1,0,0,10,6,65521.34,110029.42
5,0.001000,5,5,1,1,0,0,10,7,13289.44,110029.42
5,0.001000,5,5,1,1,0,0,10,8,29157.75,110029.42
5,0.001000,5,5,1,1,0,0,10,9,9180.96,110029.42
5,0.001000,5,5,1,1,0,0,10,10,9446.57,110029.42
8,0.001000,12,8,1,1,0,0,1,-1,0.00,0.00
8,0.001000,12,8,1,1,0,0,1,2,4120.06,56294.12
8,0.001000,12,8,1,1,0,0,1,6,6444.46,56294.12
8,0.001000,12,8,1,1,0,0,2,-1,0.00,0.00
8,0.001000,12,8,1,1,0,0,2,2,13242.21,202147.08
8,0.001000,12,8,1,1,0,0,2,6,9093.86,202147.08
8,0.001000,12,8,1,1,0,0,3,-1,0.00,0.00
8,0.001000,12,8,1,1,0,0,3,2,5313.14,40941.18
8,0.001000,12,8,1,1,0,0,3,6,2219.47,40941.18
8,0.001000,12,8,1,1,0,0,4,-1,0.00,0.00
8,0.001000,12,8,1,1,0,0,4,2,413.04,7676.47
8,0.001000,12,8,1,1,0,0,4,6,269.71,7676.47
8,0.001000,12,8,1,1,0,0,5,-1,0.00,0.00
8,0.001000,12,8,1,1,0,0,5,2,7967.55,63970.59
8,0.001000,12,8,1,1,0,0,5,6,6493.46,63970.59
8,0.001000,12,8,1,1,0,0,6,-1,0.00,0.00
8,0.001000,12,8,1,1,0,0,6,2,1875.40,179117.67
8,0.001000,12,8,1,1,0,0,6,6,10956.17,179117.67
8,0.001000,12,8,1,1,0,0,7,-1,0.00,0.00
8,0.001000,12,8,1,1,0,0,7,2,3600.24,23029.41
8,0.001000,12,8,1,1,0,0,7,6,2455.03,23029.41
8,0.001000,12,8,1,1,0,0,8,-1,0.00,0.00
8,0.001000,12,8,1,1,0,0,8,2,8054.61,79323.54
8,0.001000,12,8,1,1,0,0,8,6,13573.32,79323.54
8,0.001000,12,8,1,1,0,0,9,-1,0.00,0.00
8,0.001000,12,8,1,1,0,0,9,2,5708.96,107470.60
8,0.001000,12,8,1,1,0,0,9,6,4811.70,107470.60
8,0.001000,12,8,1,1,0,0,10,-1,0.00,0.00
8,0.001000,12,8,1,1,0,0,10,2,3692.17,110029.42
8,0.001000,12,8,1,1,0,0,10,6,13966.58,110029.42
9,0.001000,17,9,1,1,0,0,1,-1,0.00,0.00
9,0.001000,17,9,1,1,0,0,1,2,5462.11,56294.12
9,0.001000,17,9,1,1,0,0,2,-1,0.00,0.00
9,0.001000,17,9,1,1,0,0,2,2,71539.30,202147.08
9,0.001000,17,9,1,1,0,0,3,-1,0.00,0.00
9,0.001000,17,9,1,1,0,0,3,2,13256.28,40941.18
9,0.001000,17,9,1,1,0,0,4,-1,0.00,0.00
9,0.001000,17,9,1,1,0,0,4,2,2936.44,7676.47
9,0.001000,17,9,1,1,0,0,5,-1,0.00,0.00
9,0.001000,17,9,1,1,0,0,5,2,18469.59,63970.59
9,0.001000,17,9,1,1,0,0,6,-1,0.00,0.00
9,0.001000,17,9,1,1,0,0,6,2,51507.48,179117.67
9,0.001000,17,9,1,1,0,0,7,-1,0.00,0.00
9,0.001000,17,9,1,1,0,0,7,2,6777.75,23029.41
9,0.001000,17,9,1,1,0,0,8,-1,0.00,0.00
9,0.001000,17,9,1,1,0,0,8,2,25662.74,79323.54
9,0.001000,17,9,1,1,0,0,9,-1,0.00,0.00
9,0.001000,17,9,1,1,0,0,9,2,40679.76,107470.60
9,0.001000,17,9,1,1,0,0,10,-1,0.00,0.00
9,0.001000,17,9,1,1,0,0,10,2,53863.40,110029.42
16,0.001000,27,16,1,1,0,0,1,-1,35834.12,56294.12
16,0.001000,27,16,1,1,0,0,1,1,13154.11,56294.12
16,0.001000,27,16,1,1,0,0,1,2,19194.36,56294.12
16,0.001000,27,16,1,1,0,0,1,3,56263.94,56294.12
16,0.001000,27,16,1,1,0,0,1,4,51072.30,56294.12
16,0.001000,27,16,1,1,0,0,1,5,30839.15,56294.12
16,0.001000,27,16,1,1,0,0,1,6,23185.77,56294.12
16,0.001000,27,16,1,1,0,0,1,7,43864.75,56294.12
16,0.001000,27,16,1,1,0,0,1,8,37259.03,56294.12
16,0.001000,27,16,1,1,0,0,1,9,35332.18,56294.12
16,0.001000,27,16,1,1,0,0,1,10,45761.78,56294.12
16,0.001000,27,16,1,1,0,0,2,-1,128677.05,202147.08
16,0.001000,27,16,1,1,0,0,2,1,48537.22,202147.08
