ContractID,InsuredName,Producer,Underwriter,Branch,ExpiringContract,Status,InceptionDate,ExpirationDate,Perils,LOB,Form,Currency,UDF1,UDF2,UDF3,UDF4,UDF5,LayerID,LayerPerils,LimitType,Limit1,LimitA,LimitB,LimitC,LimitD,Limit2,DedAmt1,DedAmt2,DedAmt3,DedAmt4,AttachmentAmt,AttachmentPtA,AttachmentPtB,AttachmentPtC,AttachmentPtD,DedType,Premium,AggregateLimitType,AggregateLimit,AggregateAttachmentPt,AggregateDedType,AggregateDedAmt,SublimitPerils,SublimitArea,SubLimitLimitType,SublimitDedType,SubLimitOcc,SublimitPart,SublimitAttachAmt,SublimitLimitA,SublimitLimitB,SublimitLimitC,SublimitLimitD,SublimitAttachA,SublimitAttachB,SublimitAttachC,SublimitAttachD,SublimitDedAmt1,SublimitDedAmt2,SublimitDedAmt3,SublimitDedAmt4,SublimitName,ParentSublimitName,SublimitAggregateLimitType,SublimitAggregateLimit,SublimitAggregateAttachmentPt,SublimitAggregateDedType,SublimitAggregateDedAmt
1253931,,,,,,A,2021-12-01,2022-11-30,FF,GC1,Unknown,USD,,,,,,2349714,FF,E,,,,,,,500000.0,0,0,0,200000000.0,200000000.0,,,,MI,,N,0,0,N,0,FF,CALIFORNIA,B,B,70000000.0,0,0,70000000.0,1,0,0,0,0,0,0,500000.0,0,0,0,,,N,0,0,N,0
1253931,,,,,,A,2021-12-01,2022-11-30,FF,GC1,Unknown,USD,,,,,,2349714,FF,E,,,,,,,500000.0,0,0,0,200000000.0,200000000.0,,,,MI,,N,0,0,N,0,FF,AOP,B,B,210000000.0,0,0,210000000.0,1,0,0,0,0,0,0,500000.0,0,0,0,,,N,0,0,N,0
1253976,,,,,,A,2021-12-31,2022-12-30,FF,GC1,Unknown,USD,,,,,,2349873,FF,E,,,,,,,0.0,0,0,0,75000000.0,75000000.0,,,,N,,N,0,0,N,0,FF,REST ALL OTHER LOCATIONS,B,MI,100000000.0,0,0,100000000.0,1,0,0,0,0,0,0,100000.0,0,0,0,,,N,0,0,N,0
1253976,,,,,,A,2021-12-31,2022-12-30,FF,GC1,Unknown,USD,,,,,,2349873,FF,E,,,,,,,0.0,0,0,0,75000000.0,75000000.0,,,,N,,N,0,0,N,0,FF,PNW ZONE,B,MI,30000000.0,0,0,30000000.0,1,0,0,0,0,0,0,100000.0,0,0,0,,,N,0,0,N,0
1253976,,,,,,A,2021-12-31,2022-12-30,FF,GC1,Unknown,USD,,,,,,2349873,FF,E,,,,,,,0.0,0,0,0,75000000.0,75000000.0,,,,N,,N,0,0,N,0,FF,NM ZONES,B,MI,50000000.0,0,0,50000000.0,1,0,0,0,0,0,0,100000.0,0,0,0,,,N,0,0,N,0
1253976,,,,,,A,2021-12-31,2022-12-30,FF,GC1,Unknown,USD,,,,,,2349873,FF,E,,,,,,,0.0,0,0,0,75000000.0,75000000.0,,,,N,,N,0,0,N,0,FF,CALIFORNIA LOCATION,B,MI,50000000.0,0,0,50000000.0,1,0,0,0,0,0,0,250000.0,0,0,0,,,N,0,0,N,0
1253987,,,,,,A,2021-12-14,2022-12-13,FF,GC1,Unknown,USD,,,,,,2349906,FF,E,,,,,,,0.0,0,0,0,80000000.0,80000000.0,,,,N,,N,0,0,N,0,FF,NM,B,MI,50000000.0,0,0,50000000.0,1,0,0,0,0,0,0,100000.0,0,0,0,,,N,0,0,N,0
1253987,,,,,,A,2021-12-14,2022-12-13,FF,GC1,Unknown,USD,,,,,,2349906,FF,E,,,,,,,0.0,0,0,0,80000000.0,80000000.0,,,,N,,N,0,0,N,0,FF,CA,B,MI,80000000.0,0,0,80000000.0,1,0,0,0,0,0,0,250000.0,0,0,0,,,N,0,0,N,0
1253987,,,,,,A,2021-12-14,2022-12-13,FF,GC1,Unknown,USD,,,,,,2349906,FF,E,,,,,,,0.0,0,0,0,80000000.0,80000000.0,,,,N,,N,0,0,N,0,FF,AOP,B,MI,200000000.0,0,0,200000000.0,1,0,0,0,0,0,0,100000.0,0,0,0,,,N,0,0,N,0
1254036,,,,,,A,2022-03-15,2023-03-14,FF,GC1,Unknown,USD,,,,,,2350098,FF,E,,,,,,,0.0,0,0,0,200000000.0,200000000.0,,,,N,,N,0,0,N,0,FF,CALIFORNIA,B,MI,150000000.0,0,0,150000000.0,1,0,0,0,0,0,0,2500000.0,0,0,0,,,N,0,0,N,0
1254036,,,,,,A,2022-03-15,2023-03-14,FF,GC1,Unknown,USD,,,,,,2350098,FF,E,,,,,,,0.0,0,0,0,200000000.0,200000000.0,,,,N,,N,0,0,N,0,FF,AOP,B,MI,500000000.0,0,0,500000000.0,1,0,0,0,0,0,0,2000000.0,0,0,0,,,N,0,0,N,0
1254043,,,,,,A,2022-03-01,2023-02-28,FF,GC1,Unknown,USD,,,,,,2350121,FF,E,,,,,,,25000.0,0,0,0,200000000.0,200000000.0,,,,MI,,N,0,0,N,0,FF,PNW,B,B,50000000.0,0,0,50000000.0,1,0,0,0,0,0,0,100000.0,0,0,0,,,N,0,0,N,0
1254043,,,,,,A,2022-03-01,2023-02-28,FF,GC1,Unknown,USD,,,,,,2350121,FF,E,,,,,,,25000.0,0,0,0,200000000.0,200000000.0,,,,MI,,N,0,0,N,0,FF,CA,B,B,100000000.0,0,0,100000000.0,1,0,0,0,0,0,0,100000.0,0,0,0,,,N,0,0,N,0
1254043,,,,,,A,2022-03-01,2023-02-28,FF,GC1,Unknown,USD,,,,,,2350125,FF,E,,,,,,,25000.0,0,0,0,500000000.0,500000000.0,,,,MI,,N,0,0,N,0,FF,PNW,B,B,50000000.0,0,0,50000000.0,1,0,0,0,0,0,0,100000.0,0,0,0,,,N,0,0,N,0
1254043,,,,,,A,2022-03-01,2023-02-28,FF,GC1,Unknown,USD,,,,,,2350125,FF,E,,,,,,,25000.0,0,0,0,500000000.0,500000000.0,,,,MI,,N,0,0,N,0,FF,CA,B,B,100000000.0,0,0,100000000.0,1,0,0,0,0,0,0,100000.0,0,0,0,,,N,0,0,N,0
1254043,,,,,,A,2022-03-01,2023-02-28,FF,GC1,Unknown,USD,,,,,,2350125,FF,E,,,,,,,25000.0,0,0,0,500000000.0,500000000.0,,,,MI,,N,0,0,N,0,FF,AOP,B,B,750000000.0,0,0,750000000.0,1,0,0,0,0,0,0,25000.0,0,0,0,,,N,0,0,N,0
1254074,,,,,,A,2022-04-01,2023-03-31,FF,GC1,Unknown,USD,,,,,,2350228,FF,E,,,,,,,500000.0,1000000,0,0,75000000.0,75000000.0,,,,MM,,N,0,0,N,0,FF,CALIFORNIA STATE,B,B,25000000.0,0,0,25000000.0,1,0,0,0,0,0,0,500000.0,0,0,0,,,N,0,0,N,0
1254094,,,,,,A,2022-03-25,2023-03-25,FF,GC1,Unknown,USD,,,,,,2350281,FF,E,,,,,,,250000.0,0,0,0,50000000.0,50000000.0,,,,MI,,N,0,0,N,0,FF,WA,B,B,150000000.0,0,0,150000000.0,1,0,0,0,0,0,0,250000.0,0,0,0,,,N,0,0,N,0
1254094,,,,,,A,2022-03-25,2023-03-25,FF,GC1,Unknown,USD,,,,,,2350281,FF,E,,,,,,,250000.0,0,0,0,50000000.0,50000000.0,,,,MI,,N,0,0,N,0,FF,CA,B,B,150000000.0,0,0,150000000.0,1,0,0,0,0,0,0,250000.0,0,0,0,,,N,0,0,N,0
1254155,,,,,,A,2022-05-01,2023-04-30,FF,GC1,Unknown,USD,,,,,,2350445,FF,E,,,,,,,2500000.0,15000000,0,0,200000000.0,200000000.0,,,,MM,,N,0,0,N,0,FF,SPE 1 LOCATION,B,B,250000000.0,0,0,250000000.0,1,0,0,0,0,0,0,100000.0,0,0,0,,,N,0,0,N,0
1254155,,,,,,A,2022-05-01,2023-04-30,FF,GC1,Unknown,USD,,,,,,2350445,FF,E,,,,,,,2500000.0,15000000,0,0,200000000.0,200000000.0,,,,MM,,N,0,0,N,0,FF,REAL ESTATE SPE 2 LOCATIONS,B,B,250000000.0,0,0,250000000.0,1,0,0,0,0,0,0,100000.0,0,0,0,,,N,0,0,N,0
1254155,,,,,,A,2022-05-01,2023-04-30,FF,GC1,Unknown,USD,,,,,,2350445,FF,E,,,,,,,2500000.0,15000000,0,0,200000000.0,200000000.0,,,,MM,,N,0,0,N,0,FF,NEW HOPE POWER SPE 4 LOCATION,B,B,250000000.0,0,0,250000000.0,1,0,0,0,0,0,0,2500000.0,0,0,0,,,N,0,0,N,0
1254155,,,,,,A,2022-05-01,2023-04-30,FF,GC1,Unknown,USD,,,,,,2350445,FF,E,,,,,,,2500000.0,15000000,0,0,200000000.0,200000000.0,,,,MM,,N,0,0,N,0,FF,DOMINICAN REPUBLIC SUB-LIMITS,B,B,250000000.0,0,0,250000000.0,1,0,0,0,0,0,0,2500000.0,0,0,0,,,N,0,0,N,0
1254155,,,,,,A,2022-05-01,2023-04-30,FF,GC1,Unknown,USD,,,,,,2350445,FF,E,,,,,,,2500000.0,15000000,0,0,200000000.0,200000000.0,,,,MM,,N,0,0,N,0,FF,CALIFORNIA SUB-LIMITS,B,B,150000000.0,0,0,150000000.0,1,0,0,0,0,0,0,2500000.0,0,0,0,,,N,0,0,N,0
1254177,,,,,,A,2022-04-01,2023-03-31,FF,GC1,Unknown,USD,,,,,,2350512,FF,E,,,,,,,0.0,15000000,0,0,10000000.0,10000000.0,,,,MA,,N,0,0,N,0,FF,HIGH HAZARD EQ ZONES,B,B,100000000.0,0,0,100000000.0,1,0,0,0,0,0,0,1000000.0,0,0,0,,,N,0,0,N,0
1254177,,,,,,A,2022-04-01,2023-03-31,FF,GC1,Unknown,USD,,,,,,2350512,FF,E,,,,,,,0.0,15000000,0,0,10000000.0,10000000.0,,,,MA,,N,0,0,N,0,FF,EQ SPE 1 LOCATIONS,B,B,20000000.0,0,0,20000000.0,1,0,0,0,0,0,0,1000000.0,0,0,0,,,N,0,0,N,0
1254177,,,,,,A,2022-04-01,2023-03-31,FF,GC1,Unknown,USD,,,,,,2350512,FF,E,,,,,,,0.0,15000000,0,0,10000000.0,10000000.0,,,,MA,,N,0,0,N,0,FF,EQ ALL OTHER LOCATIONS,B,B,200000000.0,0,0,200000000.0,1,0,0,0,0,0,0,1000000.0,0,0,0,,,N,0,0,N,0
1254545,,,,,,A,2021-07-01,2022-10-01,FF,GC1,Unknown,USD,,,,,,2351806,FF,E,,,,,,,100000.0,0,0,0,550000000.0,550000000.0,,,,MI,,N,0,0,N,0,FF,UTAH,B,B,900000000.0,0,0,900000000.0,1,0,0,0,0,0,0,100000.0,0,0,0,,,N,0,0,N,0
1254545,,,,,,A,2021-07-01,2022-10-01,FF,GC1,Unknown,USD,,,,,,2351809,FF,E,,,,,,,100000.0,0,0,0,900000000.0,900000000.0,,,,MI,,N,0,0,N,0,FF,UTAH,B,B,1000000000.0,0,0,1000000000.0,1,0,0,0,0,0,0,100000.0,0,0,0,,,N,0,0,N,0
1254659,,,,,,A,2021-11-30,2022-11-29,FF,GC1,Unknown,USD,,,,,,2352172,FF,E,,,,,,,5192625.000120625,0,0,0,311557500.0072375,311557500.0072375,,,,B,,N,0,0,N,0,FF,MOOLOOLAH - EUDLO TUNNEL,B,MI,24924600.000579,0,0,24924600.000579,1,0,0,0,0,0,0,0.0,0,0,0,,,N,0,0,N,0
1254659,,,,,,A,2021-11-30,2022-11-29,FF,GC1,Unknown,USD,,,,,,2352172,FF,E,,,,,,,5192625.000120625,0,0,0,311557500.0072375,311557500.0072375,,,,B,,N,0,0,N,0,FF,MERIVALE BRIDGE,B,MI,214628500.0049858,0,0,214628500.0049858,1,0,0,0,0,0,0,0.0,0,0,0,,,N,0,0,N,0
1254659,,,,,,A,2021-11-30,2022-11-29,FF,GC1,Unknown,USD,,,,,,2352172,FF,E,,,,,,,5192625.000120625,0,0,0,311557500.0072375,311557500.0072375,,,,B,,N,0,0,N,0,FF,MACROSSAN BRIDGE,B,MI,148855250.0034579,0,0,148855250.0034579,1,0,0,0,0,0,0,0.0,0,0,0,,,N,0,0,N,0
1254659,,,,,,A,2021-11-30,2022-11-29,FF,GC1,Unknown,USD,,,,,,2352172,FF,E,,,,,,,5192625.000120625,0,0,0,311557500.0072375,311557500.0072375,,,,B,,N,0,0,N,0,FF,INNER CITY TUNNELS,B,MI,207705000.00482497,0,0,207705000.00482497,1,0,0,0,0,0,0,0.0,0,0,0,,,N,0,0,N,0
1254659,,,,,,A,2021-11-30,2022-11-29,FF,GC1,Unknown,USD,,,,,,2352172,FF,E,,,,,,,5192625.000120625,0,0,0,311557500.0072375,311557500.0072375,,,,B,,N,0,0,N,0,FF,INDOOROOPILLY BRIDGES,B,MI,83082000.00193,0,0,83082000.00193,1,0,0,0,0,0,0,0.0,0,0,0,,,N,0,0,N,0
1254659,,,,,,A,2021-11-30,2022-11-29,FF,GC1,Unknown,USD,,,,,,2352172,FF,E,,,,,,,5192625.000120625,0,0,0,311557500.0072375,311557500.0072375,,,,B,,N,0,0,N,0,FF,TOOWOOMBA BRIDGE/TUNNEL,B,MI,42925700.00099716,0,0,42925700.00099716,1,0,0,0,0,0,0,0.0,0,0,0,,,N,0,0,N,0
1254659,,,,,,A,2021-11-30,2022-11-29,FF,GC1,Unknown,USD,,,,,,2352172,FF,E,,,,,,,5192625.000120625,0,0,0,311557500.0072375,311557500.0072375,,,,B,,N,0,0,N,0,FF,OTHER BRIDGES  TUNNELS,B,MI,24232250.00056292,0,0,24232250.00056292,1,0,0,0,0,0,0,0.0,0,0,0,,,N,0,0,N,0
1254659,,,,,,A,2021-11-30,2022-11-29,FF,GC1,Unknown,USD,,,,,,2352172,FF,E,,,,,,,5192625.000120625,0,0,0,311557500.0072375,311557500.0072375,,,,B,,N,0,0,N,0,FF,NORTH PINE RIVER,B,MI,122545950.00284672,0,0,122545950.00284672,1,0,0,0,0,0,0,0.0,0,0,0,,,N,0,0,N,0
1254659,,,,,,A,2021-11-30,2022-11-29,FF,GC1,Unknown,USD,,,,,,2352172,FF,E,,,,,,,5192625.000120625,0,0,0,311557500.0072375,311557500.0072375,,,,B,,N,0,0,N,0,FF,ELLIOTT RIVER BRIDGE,B,MI,38079250.00088458,0,0,38079250.00088458,1,0,0,0,0,0,0,0.0,0,0,0,,,N,0,0,N,0
1254659,,,,,,A,2021-11-30,2022-11-29,FF,GC1,Unknown,USD,,,,,,2352172,FF,E,,,,,,,5192625.000120625,0,0,0,311557500.0072375,311557500.0072375,,,,B,,N,0,0,N,0,FF,DUTTON PARK FLYOVER,B,MI,41541000.000965,0,0,41541000.000965,1,0,0,0,0,0,0,0.0,0,0,0,,,N,0,0,N,0
1254659,,,,,,A,2021-11-30,2022-11-29,FF,GC1,Unknown,USD,,,,,,2352172,FF,E,,,,,,,5192625.000120625,0,0,0,311557500.0072375,311557500.0072375,,,,B,,N,0,0,N,0,FF,CURRA CREEK (SOUTH) BRIDGE,B,MI,35309850.00082025,0,0,35309850.00082025,1,0,0,0,0,0,0,0.0,0,0,0,,,N,0,0,N,0
1254659,,,,,,A,2021-11-30,2022-11-29,FF,GC1,Unknown,USD,,,,,,2352172,FF,E,,,,,,,5192625.000120625,0,0,0,311557500.0072375,311557500.0072375,,,,B,,N,0,0,N,0,FF,CRYSTAL CREEK BRIDGE,B,MI,34617500.00080416,0,0,34617500.00080416,1,0,0,0,0,0,0,0.0,0,0,0,,,N,0,0,N,0
1254659,,,,,,A,2021-11-30,2022-11-29,FF,GC1,Unknown,USD,,,,,,2352172,FF,E,,,,,,,5192625.000120625,0,0,0,311557500.0072375,311557500.0072375,,,,B,,N,0,0,N,0,FF,COOMERA RIVER,B,MI,162009900.0037635,0,0,162009900.0037635,1,0,0,0,0,0,0,0.0,0,0,0,,,N,0,0,N,0
1254659,,,,,,A,2021-11-30,2022-11-29,FF,GC1,Unknown,USD,,,,,,2352172,FF,E,,,,,,,5192625.000120625,0,0,0,311557500.0072375,311557500.0072375,,,,B,,N,0,0,N,0,FF,CHINAMAN CK BRIDGE,B,MI,37386900.0008685,0,0,37386900.0008685,1,0,0,0,0,0,0,0.0,0,0,0,,,N,0,0,N,0
1254659,,,,,,A,2021-11-30,2022-11-29,FF,GC1,Unknown,USD,,,,,,2352172,FF,E,,,,,,,5192625.000120625,0,0,0,311557500.0072375,311557500.0072375,,,,B,,N,0,0,N,0,FF,BURDEKIN RIVER BRIDGE,B,MI,108698950.00252508,0,0,108698950.00252508,1,0,0,0,0,0,0,0.0,0,0,0,,,N,0,0,N,0
1254659,,,,,,A,2021-11-30,2022-11-29,FF,GC1,Unknown,USD,,,,,,2352172,FF,E,,,,,,,5192625.000120625,0,0,0,311557500.0072375,311557500.0072375,,,,B,,N,0,0,N,0,FF,BALD HILLS BRIDGES,B,MI,193165650.0044872,0,0,193165650.0044872,1,0,0,0,0,0,0,0.0,0,0,0,,,N,0,0,N,0
920814,,,,,,A,2022-03-15,2023-03-15,FF,GC2,Unknown,USD,,,,,,2003202,FF,E,,,,,,,2000000.0,0,0,0,0.0,0.0,,,,MI,,N,0,0,N,0,FF,EXCL CA,B,B,150000000.0,0,0,150000000.0,1,0,0,0,0,0,0,2500000.0,0,0,0,,,N,0,0,N,0
920814,,,,,,A,2022-03-15,2023-03-15,FF,GC2,Unknown,USD,,,,,,2003203,FF,E,,,,,,,2000000.0,0,0,0,250000000.0,250000000.0,,,,MI,,N,0,0,N,0,FF,EXCL CA,B,B,9.0,0,0,9.0,1,0,0,0,0,0,0,0.0,0,0,0,,,N,0,0,N,0
920814,,,,,,A,2022-03-15,2023-03-15,FF,GC2,Unknown,USD,,,,,,2003204,FF,E,,,,,,,2000000.0,0,0,0,350000000.0,350000000.0,,,,MI,,N,0,0,N,0,FF,EXCL CA,B,B,9.0,0,0,9.0,1,0,0,0,0,0,0,0.0,0,0,0,,,N,0,0,N,0
920819,,,,,,A,2022-04-01,2023-04-01,FF,GC2,Unknown,USD,,,,,,2003229,FF,E,,,,,,,100000.0,0,0,0,0.0,0.0,,,,MI,,N,0,0,N,0,FF,EQCA 250K D,B,B,10000000.0,0,0,10000000.0,1,0,0,0,0,0,0,250000.0,0,0,0,,,N,0,0,N,0
920822,,,,,,A,2022-03-15,2023-03-15,FF,GC2,Unknown,USD,,,,,,2003238,FF,E,,,,,,,50000.0,0,0,0,0.0,0.0,,,,MI,,N,0,0,N,0,FF,1M DED AOL,B,B,10000000.0,0,0,10000000.0,1,0,0,0,0,0,0,1000000.0,0,0,0,,,N,0,0,N,0
920827,,,,,,A,2022-04-01,2023-04-01,FF,GC2,Unknown,USD,,,,,,2003252,FF,E,,,,,,,250000.0,0,0,0,0.0,0.0,,,,MI,,N,0,0,N,0,FF,EQCA_40MLIM,B,B,40000000.0,0,0,40000000.0,1,0,0,0,0,0,0,250000.0,0,0,0,,,N,0,0,N,0
1254273,,,,,,A,2022-05-01,2023-04-30,FF,GC1,Unknown,USD,,,,,,2350795,FF,E,,,,,,,100000.0,0,0,0,50000000.0,50000000.0,,,,MI,,N,0,0,N,0,FF,NEW MADRID EQ ZONES,B,B,200000000.0,0,0,200000000.0,1,0,0,0,0,0,0,100000.0,0,0,0,,,N,0,0,N,0
1254273,,,,,,A,2022-05-01,2023-04-30,FF,GC1,Unknown,USD,,,,,,2350795,FF,E,,,,,,,100000.0,0,0,0,50000000.0,50000000.0,,,,MI,,N,0,0,N,0,FF,CALIFORNIA SUBLIMITS,B,B,25000000.0,0,0,25000000.0,1,0,0,0,0,0,0,100000.0,0,0,0,,,N,0,0,N,0
1254276,,,,,,A,2022-05-01,2023-05-01,FF,GC1,Unknown,USD,,,,,,2350803,FF,E,,,,,,,0.0,0,0,0,125000000.0,125000000.0,,,,N,,N,0,0,N,0,FF,OTH,B,MI,175000000.0,0,0,175000000.0,1,0,0,0,0,0,0,100000.0,0,0,0,,,N,0,0,N,0
1254276,,,,,,A,2022-05-01,2023-05-01,FF,GC1,Unknown,USD,,,,,,2350803,FF,E,,,,,,,0.0,0,0,0,125000000.0,125000000.0,,,,N,,N,0,0,N,0,FF,CA,B,MI,85000000.0,0,0,85000000.0,1,0,0,0,0,0,0,250000.0,0,0,0,,,N,0,0,N,0
1254300,,,,,,A,2022-04-01,2023-03-31,FF,GC1,Unknown,USD,,,,,,2350880,FF,E,,,,,,,100000.0,0,0,0,200000000.0,200000000.0,,,,MI,,N,0,0,N,0,FF,EQDE2 LOCATIONS,B,B,275000000.0,0,0,275000000.0,1,0,0,0,0,0,0,250000.0,0,0,0,,,N,0,0,N,0
1254300,,,,,,A,2022-04-01,2023-03-31,FF,GC1,Unknown,USD,,,,,,2350880,FF,E,,,,,,,100000.0,0,0,0,200000000.0,200000000.0,,,,MI,,N,0,0,N,0,FF,EQDE1 LOCATIONS,B,B,275000000.0,0,0,275000000.0,1,0,0,0,0,0,0,250000.0,0,0,0,,,N,0,0,N,0
1254300,,,,,,A,2022-04-01,2023-03-31,FF,GC1,Unknown,USD,,,,,,2350880,FF,E,,,,,,,100000.0,0,0,0,200000000.0,200000000.0,,,,MI,,N,0,0,N,0,FF,CALEQ1,B,B,200000000.0,0,0,200000000.0,1,0,0,0,0,0,0,0.0,0,0,0,,,N,0,0,N,0
1254300,,,,,,A,2022-04-01,2023-03-31,FF,GC1,Unknown,USD,,,,,,2350884,FF,E,,,,,,,100000.0,0,0,0,275000000.0,275000000.0,,,,MI,,N,0,0,N,0,FF,EQDE2 LOCATIONS,B,B,350000000.0,0,0,350000000.0,1,0,0,0,0,0,0,250000.0,0,0,0,,,N,0,0,N,0
1254300,,,,,,A,2022-04-01,2023-03-31,FF,GC1,Unknown,USD,,,,,,2350884,FF,E,,,,,,,100000.0,0,0,0,275000000.0,275000000.0,,,,MI,,N,0,0,N,0,FF,EQDE1 LOCATIONS,B,B,350000000.0,0,0,350000000.0,1,0,0,0,0,0,0,250000.0,0,0,0,,,N,0,0,N,0
1254300,,,,,,A,2022-04-01,2023-03-31,FF,GC1,Unknown,USD,,,,,,2350884,FF,E,,,,,,,100000.0,0,0,0,275000000.0,275000000.0,,,,MI,,N,0,0,N,0,FF,CALEQ1,B,B,200000000.0,0,0,200000000.0,1,0,0,0,0,0,0,0.0,0,0,0,,,N,0,0,N,0
1254327,,,,,,A,2022-06-15,2023-06-14,FF,GC1,Unknown,USD,,,,,,2350981,FF,E,,,,,,,0.0,0,0,0,175000000.0,175000000.0,,,,N,,N,0,0,N,0,FF,AOZEQNM,B,MI,400000000.0,0,0,400000000.0,1,0,0,0,0,0,0,100000.0,0,0,0,,,N,0,0,N,0
1254327,,,,,,A,2022-06-15,2023-06-14,FF,GC1,Unknown,USD,,,,,,2350981,FF,E,,,,,,,0.0,0,0,0,175000000.0,175000000.0,,,,N,,N,0,0,N,0,FF,AOZEQCA,B,MI,400000000.0,0,0,400000000.0,1,0,0,0,0,0,0,1000000.0,0,0,0,,,N,0,0,N,0
