Period,PeriodWeight,EventId,Year,Month,Day,Hour,Minute,SummaryId,SampleId,Loss,ImpactedExposure
22,0.001000,36,22,1,1,0,0,1,-1,198404.00,1930000.00
22,0.001000,36,22,1,1,0,0,1,1,308732.09,1930000.00
22,0.001000,36,22,1,1,0,0,1,2,440226.28,1930000.00
22,0.001000,36,22,1,1,0,0,1,4,106516.85,1930000.00
22,0.001000,36,22,1,1,0,0,1,5,6358.30,1930000.00
22,0.001000,36,22,1,1,0,0,1,6,83840.45,1930000.00
22,0.001000,36,22,1,1,0,0,1,8,328774.81,1930000.00
22,0.001000,36,22,1,1,0,0,1,9,125606.08,1930000.00
22,0.001000,36,22,1,1,0,0,1,10,154494.55,1930000.00
22,0.001000,37,22,1,1,0,0,1,-1,198404.00,1930000.00
22,0.001000,37,22,1,1,0,0,1,1,50613.29,1930000.00
22,0.001000,37,22,1,1,0,0,1,2,60978.23,1930000.00
22,0.001000,37,22,1,1,0,0,1,4,61835.44,1930000.00
22,0.001000,37,22,1,1,0,0,1,5,15166.10,1930000.00
22,0.001000,37,22,1,1,0,0,1,6,241203.28,1930000.00
22,0.001000,37,22,1,1,0,0,1,7,577425.12,1930000.00
22,0.001000,37,22,1,1,0,0,1,8,409889.72,1930000.00
22,0.001000,37,22,1,1,0,0,1,9,77928.30,1930000.00
22,0.001000,37,22,1,1,0,0,1,10,25831.13,1930000.00
23,0.001000,38,23,1,1,0,0,1,-1,198404.00,1930000.00
23,0.001000,38,23,1,1,0,0,1,1,116787.06,1930000.00
23,0.001000,38,23,1,1,0,0,1,2,187344.55,1930000.00
23,0.001000,38,23,1,1,0,0,1,3,282652.31,1930000.00
23,0.001000,38,23,1,1,0,0,1,4,95074.27,1930000.00
23,0.001000,38,23,1,1,0,0,1,5,10327.90,1930000.00
23,0.001000,38,23,1,1,0,0,1,6,101662.50,1930000.00
23,0.001000,38,23,1,1,0,0,1,8,69640.02,1930000.00
23,0.001000,38,23,1,1,0,0,1,9,18503.79,1930000.00
23,0.001000,38,23,1,1,0,0,1,10,835750.19,1930000.00
25,0.001000,41,25,1,1,0,0,1,-1,198404.00,1930000.00
25,0.001000,41,25,1,1,0,0,1,1,300473.75,1930000.00
25,0.001000,41,25,1,1,0,0,1,2,81744.33,1930000.00
25,0.001000,41,25,1,1,0,0,1,5,540564.56,1930000.00
25,0.001000,41,25,1,1,0,0,1,6,179659.27,1930000.00
25,0.001000,41,25,1,1,0,0,1,7,414695.72,1930000.00
25,0.001000,41,25,1,1,0,0,1,8,193400.06,1930000.00
25,0.001000,41,25,1,1,0,0,1,9,293143.59,1930000.00
25,0.001000,43,25,1,1,0,0,1,-1,1930000.00,1930000.00
25,0.001000,43,25,1,1,0,0,1,1,1930000.00,1930000.00
25,0.001000,43,25,1,1,0,0,1,2,1930000.00,1930000.00
25,0.001000,43,25,1,1,0,0,1,3,1930000.00,1930000.00
25,0.001000,43,25,1,1,0,0,1,4,1930000.00,1930000.00
25,0.001000,43,25,1,1,0,0,1,5,1930000.00,1930000.00
25,0.001000,43,25,1,1,0,0,1,6,1930000.00,1930000.00
25,0.001000,43,25,1,1,0,0,1,7,1930000.00,1930000.00
25,0.001000,43,25,1,1,0,0,1,8,1930000.00,1930000.00
25,0.001000,43,25,1,1,0,0,1,9,1930000.00,1930000.00
25,0.001000,43,25,1,1,0,0,1,10,1930000.00,1930000.00
26,0.001000,44,26,1,1,0,0,1,-1,755788.00,1930000.00
26,0.001000,44,26,1,1,0,0,1,1,962164.19,1930000.00
26,0.001000,44,26,1,1,0,0,1,2,309546.88,1930000.00
26,0.001000,44,26,1,1,0,0,1,3,150900.02,1930000.00
26,0.001000,44,26,1,1,0,0,1,4,875008.12,1930000.00
26,0.001000,44,26,1,1,0,0,1,5,861162.75,1930000.00
26,0.001000,44,26,1,1,0,0,1,6,908462.38,1930000.00
26,0.001000,44,26,1,1,0,0,1,7,752984.06,1930000.00
26,0.001000,44,26,1,1,0,0,1,8,613883.75,1930000.00
26,0.001000,44,26,1,1,0,0,1,9,293513.44,1930000.00
26,0.001000,44,26,1,1,0,0,1,10,1576103.50,1930000.00
27,0.001000,46,27,1,1,0,0,1,-1,99202.00,1930000.00
27,0.001000,46,27,1,1,0,0,1,2,264832.19,1930000.00
27,0.001000,46,27,1,1,0,0,1,3,48878.55,1930000.00
27,0.001000,46,27,1,1,0,0,1,4,19607.35,1930000.00
27,0.001000,46,27,1,1,0,0,1,5,161866.72,1930000.00
27,0.001000,46,27,1,1,0,0,1,7,12200.72,1930000.00
27,0.001000,46,27,1,1,0,0,1,8,128102.30,1930000.00
27,0.001000,46,27,1,1,0,0,1,9,23367.09,1930000.00
27,0.001000,46,27,1,1,0,0,1,10,19653.54,1930000.00
31,0.001000,48,31,1,1,0,0,1,-1,198404.00,1930000.00
31,0.001000,48,31,1,1,0,0,1,1,62131.70,1930000.00
31,0.001000,48,31,1,1,0,0,1,2,45815.79,1930000.00
31,0.001000,48,31,1,1,0,0,1,3,527755.38,1930000.00
31,0.001000,48,31,1,1,0,0,1,5,156911.22,1930000.00
31,0.001000,48,31,1,1,0,0,1,6,121831.21,1930000.00
31,0.001000,48,31,1,1,0,0,1,7,460287.44,1930000.00
31,0.001000,48,31,1,1,0,0,1,8,199487.03,1930000.00
31,0.001000,48,31,1,1,0,0,1,9,631622.31,1930000.00
31,0.001000,48,31,1,1,0,0,1,10,230289.55,1930000.00
32,0.001000,51,32,1,1,0,0,1,-1,945700.00,1930000.00
32,0.001000,51,32,1,1,0,0,1,1,1912273.75,1930000.00
32,0.001000,51,32,1,1,0,0,1,2,1447378.62,1930000.00
32,0.001000,51,32,1,1,0,0,1,3,1079372.12,1930000.00
32,0.001000,51,32,1,1,0,0,1,4,604898.94,1930000.00
32,0.001000,51,32,1,1,0,0,1,5,607446.94,1930000.00
32,0.001000,51,32,1,1,0,0,1,6,1175512.00,1930000.00
32,0.001000,51,32,1,1,0,0,1,7,506881.12,1930000.00
32,0.001000,51,32,1,1,0,0,1,8,563181.50,1930000.00
32,0.001000,51,32,1,1,0,0,1,9,756869.62,1930000.00
32,0.001000,51,32,1,1,0,0,1,10,881131.81,1930000.00
41,0.001000,64,41,1,1,0,0,1,-1,198404.00,1930000.00
41,0.001000,64,41,1,1,0,0,1,1,28469.72,1930000.00
41,0.001000,64,41,1,1,0,0,1,2,599776.44,1930000.00
41,0.001000,64,41,1,1,0,0,1,3,39688.39,1930000.00
41,0.001000,64,41,1,1,0,0,1,4,385353.75,1930000.00
41,0.001000,64,41,1,1,0,0,1,5,117833.84,1930000.00
41,0.001000,64,41,1,1,0,0,1,6,280836.28,1930000.00
41,0.001000,64,41,1,1,0,0,1,7,32966.94,1930000.00
41,0.001000,64,41,1,1,0,0,1,9,649886.50,1930000.00
41,0.001000,64,41,1,1,0,0,1,10,62052.04,1930000.00
41,0.001000,66,41,1,1,0,0,1,-1,1138700.00,1930000.00
41,0.001000,66,41,1,1,0,0,1,1,1214134.75,1930000.00
41,0.001000,66,41,1,1,0,0,1,2,1163790.75,1930000.00
41,0.001000,66,41,1,1,0,0,1,3,1085051.75,1930000.00
41,0.001000,66,41,1,1,0,0,1,4,1346365.50,1930000.00
41,0.001000,66,41,1,1,0,0,1,5,512890.69,1930000.00
41,0.001000,66,41,1,1,0,0,1,6,704003.38,1930000.00
41,0.001000,66,41,1,1,0,0,1,7,1077639.38,1930000.00
41,0.001000,66,41,1,1,0,0,1,8,1419016.88,1930000.00
41,0.001000,66,41,1,1,0,0,1,9,1801035.38,1930000.00
41,0.001000,66,41,1,1,0,0,1,10,1252458.25,1930000.00
49,0.001000,72,49,1,1,0,0,1,-1,382140.00,1930000.00
49,0.001000,72,49,1,1,0,0,1,1,995492.12,1930000.00
49,0.001000,72,49,1,1,0,0,1,2,372884.72,1930000.00
49,0.001000,72,49,1,1,0,0,1,3,173460.69,1930000.00
49,0.001000,72,49,1,1,0,0,1,4,276815.25,1930000.00
49,0.001000,72,49,1,1,0,0,1,5,162256.72,1930000.00
49,0.001000,72,49,1,1,0,0,1,6,211571.80,1930000.00
49,0.001000,72,49,1,1,0,0,1,7,63640.05,1930000.00
49,0.001000,72,49,1,1,0,0,1,8,446003.00,1930000.00
49,0.001000,72,49,1,1,0,0,1,9,209585.73,1930000.00
49,0.001000,72,49,1,1,0,0,1,10,475399.56,1930000.00
50,0.001000,74,50,1,1,0,0,1,-1,198404.00,1930000.00
50,0.001000,74,50,1,1,0,0,1,1,306759.66,1930000.00
50,0.001000,74,50,1,1,0,0,1,2,309911.00,1930000.00
50,0.001000,74,50,1,1,0,0,1,3,116569.99,1930000.00
50,0.001000,74,50,1,1,0,0,1,4,73237.02,1930000.00
50,0.001000,74,50,1,1,0,0,1,5,139277.22,1930000.00
50,0.001000,74,50,1,1,0,0,1,6,92792.93,1930000.00
50,0.001000,74,50,1,1,0,0,1,7,459586.44,1930000.00
50,0.001000,74,50,1,1,0,0,1,8,17487.08,1930000.00
50,0.001000,74,50,1,1,0,0,1,9,707253.06,1930000.00
50,0.001000,74,50,1,1,0,0,1,10,1223.47,1930000.00
51,0.001000,75,51,1,1,0,0,1,-1,198404.00,1930000.00
51,0.001000,75,51,1,1,0,0,1,2,873892.88,1930000.00
51,0.001000,75,51,1,1,0,0,1,3,607152.25,1930000.00
51,0.001000,75,51,1,1,0,0,1,4,266543.44,1930000.00
51,0.001000,75,51,1,1,0,0,1,6,178767.75,1930000.00
51,0.001000,75,51,1,1,0,0,1,7,38041.14,1930000.00
51,0.001000,75,51,1,1,0,0,1,8,218402.28,1930000.00
51,0.001000,75,51,1,1,0,0,1,9,114988.67,1930000.00
51,0.001000,75,51,1,1,0,0,1,10,25877.55,1930000.00
51,0.001000,76,51,1,1,0,0,1,-1,198404.00,1930000.00
51,0.001000,76,51,1,1,0,0,1,1,142980.45,1930000.00
51,0.001000,76,51,1,1,0,0,1,3,137672.30,1930000.00
51,0.001000,76,51,1,1,0,0,1,4,145508.67,1930000.00
51,0.001000,76,51,1,1,0,0,1,5,475809.25,1930000.00
51,0.001000,76,51,1,1,0,0,1,6,245540.98,1930000.00
51,0.001000,76,51,1,1,0,0,1,7,3088.87,1930000.00
51,0.001000,76,51,1,1,0,0,1,8,449390.69,1930000.00
51,0.001000,76,51,1,1,0,0,1,9,328692.91,1930000.00
51,0.001000,76,51,1,1,0,0,1,10,347219.88,1930000.00
51,0.001000,78,51,1,1,0,0,1,-1,198404.00,1930000.00
51,0.001000,78,51,1,1,0,0,1,1,54322.44,1930000.00
51,0.001000,78,51,1,1,0,0,1,2,152452.78,1930000.00
51,0.001000,78,51,1,1,0,0,1,3,1115422.38,1930000.00
51,0.001000,78,51,1,1,0,0,1,4,121284.75,1930000.00
51,0.001000,78,51,1,1,0,0,1,5,340885.94,1930000.00
51,0.001000,78,51,1,1,0,0,1,6,89940.70,1930000.00
51,0.001000,78,51,1,1,0,0,1,7,205333.58,1930000.00
53,0.001000,79,53,1,1,0,0,1,-1,382140.00,1930000.00
53,0.001000,79,53,1,1,0,0,1,1,391093.47,1930000.00
53,0.001000,79,53,1,1,0,0,1,2,483167.09,1930000.00
53,0.001000,79,53,1,1,0,0,1,3,333805.19,1930000.00
53,0.001000,79,53,1,1,0,0,1,4,659617.81,1930000.00
53,0.001000,79,53,1,1,0,0,1,5,255779.78,1930000.00
53,0.001000,79,53,1,1,0,0,1,6,138972.80,1930000.00
53,0.001000,79,53,1,1,0,0,1,7,318797.28,1930000.00
53,0.001000,79,53,1,1,0,0,1,8,385957.97,1930000.00
53,0.001000,79,53,1,1,0,0,1,9,90006.55,1930000.00
53,0.001000,79,53,1,1,0,0,1,10,946156.50,1930000.00
56,0.001000,84,56,1,1,0,0,1,-1,382140.00,1930000.00
56,0.001000,84,56,1,1,0,0,1,1,139108.31,1930000.00
56,0.001000,84,56,1,1,0,0,1,2,265485.38,1930000.00
56,0.001000,84,56,1,1,0,0,1,3,340204.25,1930000.00
56,0.001000,84,56,1,1,0,0,1,4,378636.25,1930000.00
56,0.001000,84,56,1,1,0,0,1,5,518558.94,1930000.00
56,0.001000,84,56,1,1,0,0,1,6,563367.69,1930000.00
56,0.001000,84,56,1,1,0,0,1,7,97154.37,1930000.00
56,0.001000,84,56,1,1,0,0,1,8,591808.62,1930000.00
56,0.001000,84,56,1,1,0,0,1,9,474012.56,1930000.00
56,0.001000,84,56,1,1,0,0,1,10,9125.77,1930000.00
57,0.001000,85,57,1,1,0,0,1,-1,198404.00,1930000.00
57,0.001000,85,57,1,1,0,0,1,1,49581.79,1930000.00
57,0.001000,85,57,1,1,0,0,1,2,21614.06,1930000.00
57,0.001000,85,57,1,1,0,0,1,3,361408.44,1930000.00
57,0.001000,85,57,1,1,0,0,1,4,100618.66,1930000.00
57,0.001000,85,57,1,1,0,0,1,5,245919.20,1930000.00
57,0.001000,85,57,1,1,0,0,1,6,580961.25,1930000.00
57,0.001000,85,57,1,1,0,0,1,7,231860.45,1930000.00
57,0.001000,85,57,1,1,0,0,1,8,6278.66,1930000.00
57,0.001000,85,57,1,1,0,0,1,9,272631.69,1930000.00
57,0.001000,85,57,1,1,0,0,1,10,51733.79,1930000.00
58,0.001000,87,58,1,1,0,0,1,-1,198404.00,1930000.00
58,0.001000,87,58,1,1,0,0,1,1,19649.71,1930000.00
58,0.001000,87,58,1,1,0,0,1,2,24939.09,1930000.00
58,0.001000,87,58,1,1,0,0,1,3,32966.14,1930000.00
58,0.001000,87,58,1,1,0,0,1,4,416005.75,1930000.00
58,0.001000,87,58,1,1,0,0,1,5,97874.45,1930000.00
58,0.001000,87,58,1,1,0,0,1,6,395002.66,1930000.00
58,0.001000,87,58,1,1,0,0,1,7,94777.28,1930000.00
58,0.001000,87,58,1,1,0,0,1,8,98615.67,1930000.00
58,0.001000,87,58,1,1,0,0,1,9,94018.02,1930000.00
58,0.001000,87,58,1,1,0,0,1,10,60413.22,1930000.00
60,0.001000,89,60,1,1,0,0,1,-1,198404.00,1930000.00
60,0.001000,89,60,1,1,0,0,1,1,154964.47,1930000.00
60,0.001000,89,60,1,1,0,0,1,2,61658.11,1930000.00
60,0.001000,89,60,1,1,0,0,1,3,86973.06,1930000.00
60,0.001000,89,60,1,1,0,0,1,4,321806.59,1930000.00
60,0.001000,89,60,1,1,0,0,1,5,479261.38,1930000.00
60,0.001000,89,60,1,1,0,0,1,6,62654.77,1930000.00
60,0.001000,89,60,1,1,0,0,1,7,751497.38,1930000.00
60,0.001000,89,60,1,1,0,0,1,8,339711.00,1930000.00
60,0.001000,89,60,1,1,0,0,1,9,4129.63,1930000.00
62,0.001000,92,62,1,1,0,0,1,-1,198404.00,1930000.00
62,0.001000,92,62,1,1,0,0,1,1,154483.91,1930000.00
62,0.001000,92,62,1,1,0,0,1,2,10043.35,1930000.00
62,0.001000,92,62,1,1,0,0,1,3,510967.50,1930000.00
62,0.001000,92,62,1,1,0,0,1,4,362335.38,1930000.00
62,0.001000,92,62,1,1,0,0,1,5,576424.56,1930000.00
62,0.001000,92,62,1,1,0,0,1,6,137617.44,1930000.00
62,0.001000,92,62,1,1,0,0,1,7,151800.77,1930000.00
62,0.001000,92,62,1,1,0,0,1,8,136605.41,1930000.00
62,0.001000,92,62,1,1,0,0,1,10,137075.41,1930000.00
68,0.001000,102,68,1,1,0,0,1,-1,198404.00,1930000.00
68,0.001000,102,68,1,1,0,0,1,1,111894.73,1930000.00
68,0.001000,102,68,1,1,0,0,1,2,188393.23,1930000.00
68,0.001000,102,68,1,1,0,0,1,3,692374.88,1930000.00
68,0.001000,102,68,1,1,0,0,1,4,402067.88,1930000.00
68,0.001000,102,68,1,1,0,0,1,5,456371.84,1930000.00
68,0.001000,102,68,1,1,0,0,1,6,10472.34,1930000.00
68,0.001000,102,68,1,1,0,0,1,8,244750.00,1930000.00
68,0.001000,102,68,1,1,0,0,1,9,188897.88,1930000.00
68,0.001000,102,68,1,1,0,0,1,10,30734.78,1930000.00
69,0.001000,105,69,1,1,0,0,1,-1,198404.00,1930000.00
69,0.001000,105,69,1,1,0,0,1,1,63812.29,1930000.00
69,0.001000,105,69,1,1,0,0,1,2,464161.75,1930000.00
69,0.001000,105,69,1,1,0,0,1,3,166363.39,1930000.00
69,0.001000,105,69,1,1,0,0,1,4,37411.27,1930000.00
69,0.001000,105,69,1,1,0,0,1,5,36478.77,1930000.00
69,0.001000,105,69,1,1,0,0,1,6,102538.34,1930000.00
69,0.001000,105,69,1,1,0,0,1,7,25474.83,1930000.00
69,0.001000,105,69,1,1,0,0,1,8,696711.62,1930000.00
69,0.001000,105,69,1,1,0,0,1,9,49427.85,1930000.00
69,0.001000,105,69,1,1,0,0,1,10,736625.62,1930000.00
73,0.001000,109,73,1,1,0,0,1,-1,198404.00,1930000.00
73,0.001000,109,73,1,1,0,0,1,1,548327.06,1930000.00
73,0.001000,109,73,1,1,0,0,1,2,339623.56,1930000.00
73,0.001000,109,73,1,1,0,0,1,3,283380.56,1930000.00
73,0.001000,109,73,1,1,0,0,1,4,14930.18,1930000.00
73,0.001000,109,73,1,1,0,0,1,5,150565.56,1930000.00
73,0.001000,109,73,1,1,0,0,1,6,189655.38,1930000.00
73,0.001000,109,73,1,1,0,0,1,8,227614.72,1930000.00
73,0.001000,109,73,1,1,0,0,1,9,35313.71,1930000.00
73,0.001000,109,73,1,1,0,0,1,10,112750.52,1930000.00
77,0.001000,115,77,1,1,0,0,1,-1,382140.00,1930000.00
77,0.001000,115,77,1,1,0,0,1,1,819752.44,1930000.00
77,0.001000,115,77,1,1,0,0,1,2,176991.20,1930000.00
77,0.001000,115,77,1,1,0,0,1,3,23717.61,1930000.00
77,0.001000,115,77,1,1,0,0,1,4,426199.00,1930000.00
77,0.001000,115,77,1,1,0,0,1,5,482812.31,1930000.00
77,0.001000,115,77,1,1,0,0,1,6,322141.69,1930000.00
77,0.001000,115,77,1,1,0,0,1,7,446728.03,1930000.00
77,0.001000,115,77,1,1,0,0,1,8,708251.12,1930000.00
77,0.001000,115,77,1,1,0,0,1,9,413127.84,1930000.00
77,0.001000,115,77,1,1,0,0,1,10,118028.80,1930000.00
77,0.001000,116,77,1,1,0,0,1,-1,198404.00,1930000.00
77,0.001000,116,77,1,1,0,0,1,1,84228.87,1930000.00
77,0.001000,116,77,1,1,0,0,1,2,241343.31,1930000.00
77,0.001000,116,77,1,1,0,0,1,3,232426.34,1930000.00
77,0.001000,116,77,1,1,0,0,1,4,245826.55,1930000.00
77,0.001000,116,77,1,1,0,0,1,5,45627.41,1930000.00
77,0.001000,116,77,1,1,0,0,1,6,457809.69,1930000.00
77,0.001000,116,77,1,1,0,0,1,7,108986.77,1930000.00
77,0.001000,116,77,1,1,0,0,1,9,14184.97,1930000.00
77,0.001000,116,77,1,1,0,0,1,10,329721.97,1930000.00
79,0.001000,119,79,1,1,0,0,1,-1,198404.00,1930000.00
79,0.001000,119,79,1,1,0,0,1,1,54470.48,1930000.00
79,0.001000,119,79,1,1,0,0,1,2,304287.31,1930000.00
79,0.001000,119,79,1,1,0,0,1,3,145516.44,1930000.00
79,0.001000,119,79,1,1,0,0,1,5,838636.88,1930000.00
79,0.001000,119,79,1,1,0,0,1,6,203136.94,1930000.00
79,0.001000,119,79,1,1,0,0,1,7,109389.21,1930000.00
79,0.001000,119,79,1,1,0,0,1,8,171450.30,1930000.00
79,0.001000,119,79,1,1,0,0,1,9,134657.62,1930000.00
79,0.001000,119,79,1,1,0,0,1,10,183060.81,1930000.00
82,0.001000,120,82,1,1,0,0,1,-1,198404.00,1930000.00
82,0.001000,120,82,1,1,0,0,1,1,210880.22,1930000.00
82,0.001000,120,82,1,1,0,0,1,2,61844.05,1930000.00
82,0.001000,120,82,1,1,0,0,1,3,319822.78,1930000.00
82,0.001000,120,82,1,1,0,0,1,4,175509.45,1930000.00
82,0.001000,120,82,1,1,0,0,1,5,21472.27,1930000.00
82,0.001000,120,82,1,1,0,0,1,6,119013.55,1930000.00
82,0.001000,120,82,1,1,0,0,1,7,198270.88,1930000.00
82,0.001000,120,82,1,1,0,0,1,8,180761.52,1930000.00
82,0.001000,120,82,1,1,0,0,1,9,517161.75,1930000.00
82,0.001000,120,82,1,1,0,0,1,10,215519.33,1930000.00
86,0.001000,125,86,1,1,0,0,1,-1,198404.00,1930000.00
86,0.001000,125,86,1,1,0,0,1,1,37469.39,1930000.00
86,0.001000,125,86,1,1,0,0,1,3,1021077.50,1930000.00
86,0.001000,125,86,1,1,0,0,1,4,124014.39,1930000.00
86,0.001000,125,86,1,1,0,0,1,5,87477.17,1930000.00
